PARAMETER,YEAR,LAT,LON,ANN-Wind
WS2M,2018,-16.5,33.125,2.95
WS2M,2018,-16.5,33.75,2.97
WS2M,2018,-16.5,34.375,2.7
WS2M,2018,-16.5,35,2.3
WS2M,2018,-16.5,35.625,2.1
WS2M,2018,-17,33.125,2.96
WS2M,2018,-17,33.75,3.12
WS2M,2018,-17,34.375,2.8
WS2M,2018,-17,35,2.45
WS2M,2018,-17,35.625,2.51
WS2M,2018,-9.5,33.125,2.2
WS2M,2018,-9.5,33.75,1.03
WS2M,2018,-9.5,34.375,1.64
WS2M,2018,-9.5,35,0.79
WS2M,2018,-9.5,35.625,0.05
WS2M,2019,-10,33.125,2.08
WS2M,2019,-10,33.75,2.38
WS2M,2019,-10,34.375,4
WS2M,2019,-10,35,1.18
WS2M,2019,-10,35.625,0.91
WS2M,2019,-10.5,33.125,1.99
WS2M,2019,-10.5,33.75,1.98
WS2M,2019,-10.5,34.375,3.76
WS2M,2019,-10.5,35,2.47
WS2M,2019,-10.5,35.625,2.41
WS2M,2019,-11,33.125,2.25
WS2M,2019,-11,33.75,2.58
WS2M,2019,-11,34.375,3.83
WS2M,2019,-11,35,3.04
WS2M,2019,-11,35.625,1.26
WS2M,2019,-11.5,33.125,2.59
WS2M,2019,-11.5,33.75,2.32
WS2M,2019,-11.5,34.375,3.89
WS2M,2019,-11.5,35,3.15
WS2M,2019,-11.5,35.625,2.15
WS2M,2019,-12,33.125,2.86
WS2M,2019,-12,33.75,1.69
WS2M,2019,-12,34.375,4.01
WS2M,2019,-12,35,3.03
WS2M,2019,-12,35.625,2.31
WS2M,2019,-12.5,33.125,2.9
WS2M,2019,-12.5,33.75,1.97
WS2M,2019,-12.5,34.375,4.24
WS2M,2019,-12.5,35,3.18
WS2M,2019,-12.5,35.625,2.21
WS2M,2019,-13,33.125,2.71
WS2M,2019,-13,33.75,2.32
WS2M,2019,-13,34.375,4.05
WS2M,2019,-13,35,3.5
WS2M,2019,-13,35.625,2.04
WS2M,2019,-13.5,33.125,2.52
WS2M,2019,-13.5,33.75,2.56
WS2M,2019,-13.5,34.375,3.88
WS2M,2019,-13.5,35,3.67
WS2M,2019,-13.5,35.625,2.29
WS2M,2019,-14,33.125,2.32
WS2M,2019,-14,33.75,2.35
WS2M,2019,-14,34.375,2.67
WS2M,2019,-14,35,3.83
WS2M,2019,-14,35.625,2.47
WS2M,2019,-14.5,33.125,2.29
WS2M,2019,-14.5,33.75,2.36
WS2M,2019,-14.5,34.375,1.56
WS2M,2019,-14.5,35,2.55
WS2M,2019,-14.5,35.625,2.6
WS2M,2019,-15,33.125,2.48
WS2M,2019,-15,33.75,2.34
WS2M,2019,-15,34.375,2.26
WS2M,2019,-15,35,2.08
WS2M,2019,-15,35.625,3
WS2M,2019,-15.5,33.125,2.51
WS2M,2019,-15.5,33.75,2.28
WS2M,2019,-15.5,34.375,2.31
WS2M,2019,-15.5,35,1.98
WS2M,2019,-15.5,35.625,2.58
WS2M,2019,-16,33.125,2.54
WS2M,2019,-16,33.75,2.41
WS2M,2019,-16,34.375,2.31
WS2M,2019,-16,35,2.07
WS2M,2019,-16,35.625,1.88
WS2M,2019,-16.5,33.125,2.64
WS2M,2019,-16.5,33.75,2.71
WS2M,2019,-16.5,34.375,2.58
WS2M,2019,-16.5,35,2.3
WS2M,2019,-16.5,35.625,2.2
WS2M,2019,-17,33.125,2.78
WS2M,2019,-17,33.75,2.99
WS2M,2019,-17,34.375,2.73
WS2M,2019,-17,35,2.45
WS2M,2019,-17,35.625,2.57
WS2M,2019,-9.5,33.125,2.19
WS2M,2019,-9.5,33.75,1.01
WS2M,2019,-9.5,34.375,1.63
WS2M,2019,-9.5,35,0.78
WS2M,2019,-9.5,35.625,0.04
WS2M,2020,-10,33.125,2.07
WS2M,2020,-10,33.75,2.41
WS2M,2020,-10,34.375,4.11
WS2M,2020,-10,35,1.14
WS2M,2020,-10,35.625,0.85
WS2M,2020,-10.5,33.125,1.98
WS2M,2020,-10.5,33.75,1.99
WS2M,2020,-10.5,34.375,3.83
WS2M,2020,-10.5,35,2.39
WS2M,2020,-10.5,35.625,2.22
WS2M,2020,-11,33.125,2.23
WS2M,2020,-11,33.75,2.57
WS2M,2020,-11,34.375,3.86
WS2M,2020,-11,35,2.93
WS2M,2020,-11,35.625,1.17
WS2M,2020,-11.5,33.125,2.67
WS2M,2020,-11.5,33.75,2.31
WS2M,2020,-11.5,34.375,3.9
WS2M,2020,-11.5,35,3.07
WS2M,2020,-11.5,35.625,1.97
WS2M,2020,-12,33.125,2.91
WS2M,2020,-12,33.75,1.7
WS2M,2020,-12,34.375,4.04
WS2M,2020,-12,35,2.98
WS2M,2020,-12,35.625,2.11
WS2M,2020,-12.5,33.125,2.99
WS2M,2020,-12.5,33.75,2
WS2M,2020,-12.5,34.375,4.35
WS2M,2020,-12.5,35,3.16
WS2M,2020,-12.5,35.625,2.07
WS2M,2020,-13,33.125,2.76
WS2M,2020,-13,33.75,2.33
WS2M,2020,-13,34.375,4.12
WS2M,2020,-13,35,3.42
WS2M,2020,-13,35.625,1.95
WS2M,2020,-13.5,33.125,2.55
WS2M,2020,-13.5,33.75,2.58
WS2M,2020,-13.5,34.375,3.87
WS2M,2020,-13.5,35,3.58
WS2M,2020,-13.5,35.625,2.22
WS2M,2020,-14,33.125,2.38
WS2M,2020,-14,33.75,2.38
WS2M,2020,-14,34.375,2.65
WS2M,2020,-14,35,3.78
WS2M,2020,-14,35.625,2.42
WS2M,2020,-14.5,33.125,2.34
WS2M,2020,-14.5,33.75,2.4
WS2M,2020,-14.5,34.375,1.56
WS2M,2020,-14.5,35,2.54
WS2M,2020,-14.5,35.625,2.55
WS2M,2020,-15,33.125,2.65
WS2M,2020,-15,33.75,2.41
WS2M,2020,-15,34.375,2.29
WS2M,2020,-15,35,2.1
WS2M,2020,-15,35.625,2.99
WS2M,2020,-15.5,33.125,2.86
WS2M,2020,-15.5,33.75,2.5
WS2M,2020,-15.5,34.375,2.45
WS2M,2020,-15.5,35,2.03
WS2M,2020,-15.5,35.625,2.58
WS2M,2020,-16,33.125,2.93
WS2M,2020,-16,33.75,2.75
WS2M,2020,-16,34.375,2.57
WS2M,2020,-16,35,2.16
WS2M,2020,-16,35.625,1.85
WS2M,2020,-16.5,33.125,2.95
WS2M,2020,-16.5,33.75,3.02
WS2M,2020,-16.5,34.375,2.85
WS2M,2020,-16.5,35,2.44
WS2M,2020,-16.5,35.625,2.22
WS2M,2020,-17,33.125,3.02
WS2M,2020,-17,33.75,3.24
WS2M,2020,-17,34.375,2.95
WS2M,2020,-17,35,2.6
WS2M,2020,-17,35.625,2.68
WS2M,2020,-9.5,33.125,2.23
WS2M,2020,-9.5,33.75,1.01
WS2M,2020,-9.5,34.375,1.62
WS2M,2020,-9.5,35,0.75
WS2M,2020,-9.5,35.625,0.05
WS2M,2021,-10,33.125,2.29
WS2M,2021,-10,33.75,2.59
WS2M,2021,-10,34.375,4.27
WS2M,2021,-10,35,1.22
WS2M,2021,-10,35.625,0.86
WS2M,2021,-10.5,33.125,2.16
WS2M,2021,-10.5,33.75,2.16
WS2M,2021,-10.5,34.375,3.92
WS2M,2021,-10.5,35,2.53
WS2M,2021,-10.5,35.625,2.22
WS2M,2021,-11,33.125,2.43
WS2M,2021,-11,33.75,2.79
WS2M,2021,-11,34.375,3.93
WS2M,2021,-11,35,3.03
WS2M,2021,-11,35.625,1.18
WS2M,2021,-11.5,33.125,2.87
WS2M,2021,-11.5,33.75,2.49
WS2M,2021,-11.5,34.375,3.99
WS2M,2021,-11.5,35,3.17
WS2M,2021,-11.5,35.625,2.01
WS2M,2021,-12,33.125,3.09
WS2M,2021,-12,33.75,1.8
WS2M,2021,-12,34.375,4.06
WS2M,2021,-12,35,3.07
WS2M,2021,-12,35.625,2.17
WS2M,2021,-12.5,33.125,3.09
WS2M,2021,-12.5,33.75,2.09
WS2M,2021,-12.5,34.375,4.33
WS2M,2021,-12.5,35,3.15
WS2M,2021,-12.5,35.625,2.13
WS2M,2021,-13,33.125,2.85
WS2M,2021,-13,33.75,2.39
WS2M,2021,-13,34.375,4.01
WS2M,2021,-13,35,3.35
WS2M,2021,-13,35.625,2.03
WS2M,2021,-13.5,33.125,2.62
WS2M,2021,-13.5,33.75,2.62
WS2M,2021,-13.5,34.375,3.79
WS2M,2021,-13.5,35,3.51
WS2M,2021,-13.5,35.625,2.3
WS2M,2021,-14,33.125,2.4
WS2M,2021,-14,33.75,2.42
WS2M,2021,-14,34.375,2.66
WS2M,2021,-14,35,3.73
WS2M,2021,-14,35.625,2.44
WS2M,2021,-14.5,33.125,2.3
WS2M,2021,-14.5,33.75,2.41
WS2M,2021,-14.5,34.375,1.59
WS2M,2021,-14.5,35,2.52
WS2M,2021,-14.5,35.625,2.57
WS2M,2021,-15,33.125,2.48
WS2M,2021,-15,33.75,2.4
WS2M,2021,-15,34.375,2.29
WS2M,2021,-15,35,2.08
WS2M,2021,-15,35.625,2.95
WS2M,2021,-15.5,33.125,2.63
WS2M,2021,-15.5,33.75,2.41
WS2M,2021,-15.5,34.375,2.41
WS2M,2021,-15.5,35,2.02
WS2M,2021,-15.5,35.625,2.54
WS2M,2021,-16,33.125,2.76
WS2M,2021,-16,33.75,2.61
WS2M,2021,-16,34.375,2.47
WS2M,2021,-16,35,2.1
WS2M,2021,-16,35.625,1.81
WS2M,2021,-16.5,33.125,2.87
WS2M,2021,-16.5,33.75,2.9
WS2M,2021,-16.5,34.375,2.69
WS2M,2021,-16.5,35,2.33
WS2M,2021,-16.5,35.625,2.18
WS2M,2021,-17,33.125,2.89
WS2M,2021,-17,33.75,3.12
WS2M,2021,-17,34.375,2.82
WS2M,2021,-17,35,2.51
WS2M,2021,-17,35.625,2.62
WS2M,2021,-9.5,33.125,2.42
WS2M,2021,-9.5,33.75,1.07
WS2M,2021,-9.5,34.375,1.71
WS2M,2021,-9.5,35,0.77
WS2M,2021,-9.5,35.625,0.06
WS2M,2022,-10,33.125,2.06
WS2M,2022,-10,33.75,2.49
WS2M,2022,-10,34.375,4.05
WS2M,2022,-10,35,1.18
WS2M,2022,-10,35.625,0.86
WS2M,2022,-10.5,33.125,2
WS2M,2022,-10.5,33.75,2.03
WS2M,2022,-10.5,34.375,3.71
WS2M,2022,-10.5,35,2.42
WS2M,2022,-10.5,35.625,2.23
WS2M,2022,-11,33.125,2.26
WS2M,2022,-11,33.75,2.6
WS2M,2022,-11,34.375,3.74
WS2M,2022,-11,35,2.94
WS2M,2022,-11,35.625,1.18
WS2M,2022,-11.5,33.125,2.63
WS2M,2022,-11.5,33.75,2.32
WS2M,2022,-11.5,34.375,3.76
WS2M,2022,-11.5,35,3.1
WS2M,2022,-11.5,35.625,2.01
WS2M,2022,-12,33.125,2.82
WS2M,2022,-12,33.75,1.68
WS2M,2022,-12,34.375,3.81
WS2M,2022,-12,35,3
WS2M,2022,-12,35.625,2.17
WS2M,2022,-12.5,33.125,2.82
WS2M,2022,-12.5,33.75,1.95
WS2M,2022,-12.5,34.375,4.02
WS2M,2022,-12.5,35,3.03
WS2M,2022,-12.5,35.625,2.07
WS2M,2022,-13,33.125,2.62
WS2M,2022,-13,33.75,2.23
WS2M,2022,-13,34.375,3.77
WS2M,2022,-13,35,3.24
WS2M,2022,-13,35.625,1.93
WS2M,2022,-13.5,33.125,2.44
WS2M,2022,-13.5,33.75,2.47
WS2M,2022,-13.5,34.375,3.65
WS2M,2022,-13.5,35,3.5
WS2M,2022,-13.5,35.625,2.21
WS2M,2022,-14,33.125,2.25
WS2M,2022,-14,33.75,2.28
WS2M,2022,-14,34.375,2.53
WS2M,2022,-14,35,3.71
WS2M,2022,-14,35.625,2.37
WS2M,2022,-14.5,33.125,2.19
WS2M,2022,-14.5,33.75,2.29
WS2M,2022,-14.5,34.375,1.51
WS2M,2022,-14.5,35,2.48
WS2M,2022,-14.5,35.625,2.54
WS2M,2022,-15,33.125,2.45
WS2M,2022,-15,33.75,2.33
WS2M,2022,-15,34.375,2.23
WS2M,2022,-15,35,2.05
WS2M,2022,-15,35.625,2.92
WS2M,2022,-15.5,33.125,2.63
WS2M,2022,-15.5,33.75,2.35
WS2M,2022,-15.5,34.375,2.38
WS2M,2022,-15.5,35,1.96
WS2M,2022,-15.5,35.625,2.46
WS2M,2022,-16,33.125,2.73
WS2M,2022,-16,33.75,2.56
WS2M,2022,-16,34.375,2.43
WS2M,2022,-16,35,2.02
WS2M,2022,-16,35.625,1.75
WS2M,2022,-16.5,33.125,2.88
WS2M,2022,-16.5,33.75,2.92
WS2M,2022,-16.5,34.375,2.67
WS2M,2022,-16.5,35,2.28
WS2M,2022,-16.5,35.625,2.13
WS2M,2022,-17,33.125,2.96
WS2M,2022,-17,33.75,3.16
WS2M,2022,-17,34.375,2.86
WS2M,2022,-17,35,2.49
WS2M,2022,-17,35.625,2.56
WS2M,2022,-9.5,33.125,2.17
WS2M,2022,-9.5,33.75,1.04
WS2M,2022,-9.5,34.375,1.64
WS2M,2022,-9.5,35,0.77
WS2M,2022,-9.5,35.625,0.06
WS2M,2023,-10,33.125,2.11
WS2M,2023,-10,33.75,2.43
WS2M,2023,-10,34.375,4.06
WS2M,2023,-10,35,1.2
WS2M,2023,-10,35.625,0.89
WS2M,2023,-10.5,33.125,2.01
WS2M,2023,-10.5,33.75,2.03
WS2M,2023,-10.5,34.375,3.78
WS2M,2023,-10.5,35,2.5
WS2M,2023,-10.5,35.625,2.3
WS2M,2023,-11,33.125,2.31
WS2M,2023,-11,33.75,2.62
WS2M,2023,-11,34.375,3.76
WS2M,2023,-11,35,3.01
WS2M,2023,-11,35.625,1.21
WS2M,2023,-11.5,33.125,2.73
WS2M,2023,-11.5,33.75,2.34
WS2M,2023,-11.5,34.375,3.8
WS2M,2023,-11.5,35,3.15
WS2M,2023,-11.5,35.625,2.06
WS2M,2023,-12,33.125,2.87
WS2M,2023,-12,33.75,1.7
WS2M,2023,-12,34.375,3.8
WS2M,2023,-12,35,3
WS2M,2023,-12,35.625,2.22
WS2M,2023,-12.5,33.125,2.87
WS2M,2023,-12.5,33.75,1.98
WS2M,2023,-12.5,34.375,3.96
WS2M,2023,-12.5,35,3.01
WS2M,2023,-12.5,35.625,2.08
WS2M,2023,-13,33.125,2.67
WS2M,2023,-13,33.75,2.26
WS2M,2023,-13,34.375,3.7
WS2M,2023,-13,35,3.15
WS2M,2023,-13,35.625,1.92
WS2M,2023,-13.5,33.125,2.44
WS2M,2023,-13.5,33.75,2.48
WS2M,2023,-13.5,34.375,3.58
WS2M,2023,-13.5,35,3.39
WS2M,2023,-13.5,35.625,2.16
WS2M,2023,-14,33.125,2.22
WS2M,2023,-14,33.75,2.26
WS2M,2023,-14,34.375,2.5
WS2M,2023,-14,35,3.58
WS2M,2023,-14,35.625,2.33
WS2M,2023,-14.5,33.125,2.14
WS2M,2023,-14.5,33.75,2.23
WS2M,2023,-14.5,34.375,1.5
WS2M,2023,-14.5,35,2.37
WS2M,2023,-14.5,35.625,2.46
WS2M,2023,-15,33.125,2.36
WS2M,2023,-15,33.75,2.3
WS2M,2023,-15,34.375,2.19
WS2M,2023,-15,35,1.96
WS2M,2023,-15,35.625,2.84
WS2M,2023,-15.5,33.125,2.5
WS2M,2023,-15.5,33.75,2.31
WS2M,2023,-15.5,34.375,2.36
WS2M,2023,-15.5,35,1.94
WS2M,2023,-15.5,35.625,2.45
WS2M,2023,-16,33.125,2.61
WS2M,2023,-16,33.75,2.46
WS2M,2023,-16,34.375,2.39
WS2M,2023,-16,35,2.03
WS2M,2023,-16,35.625,1.75
WS2M,2023,-16.5,33.125,2.67
WS2M,2023,-16.5,33.75,2.71
WS2M,2023,-16.5,34.375,2.52
WS2M,2023,-16.5,35,2.2
WS2M,2023,-16.5,35.625,2.1
WS2M,2023,-17,33.125,2.68
WS2M,2023,-17,33.75,2.86
WS2M,2023,-17,34.375,2.57
WS2M,2023,-17,35,2.3
WS2M,2023,-17,35.625,2.47
WS2M,2023,-9.5,33.125,2.17
WS2M,2023,-9.5,33.75,1
WS2M,2023,-9.5,34.375,1.62
WS2M,2023,-9.5,35,0.79
WS2M,2023,-9.5,35.625,0.06
WS2M,2024,-10,33.125,2.24
WS2M,2024,-10,33.75,2.53
WS2M,2024,-10,34.375,4.15
WS2M,2024,-10,35,1.17
WS2M,2024,-10,35.625,0.85
WS2M,2024,-10.5,33.125,2.1
WS2M,2024,-10.5,33.75,2.03
WS2M,2024,-10.5,34.375,3.73
WS2M,2024,-10.5,35,2.36
WS2M,2024,-10.5,35.625,2.19
WS2M,2024,-11,33.125,2.34
WS2M,2024,-11,33.75,2.64
WS2M,2024,-11,34.375,3.8
WS2M,2024,-11,35,2.9
WS2M,2024,-11,35.625,1.19
WS2M,2024,-11.5,33.125,2.76
WS2M,2024,-11.5,33.75,2.35
WS2M,2024,-11.5,34.375,3.86
WS2M,2024,-11.5,35,3.04
WS2M,2024,-11.5,35.625,2.03
WS2M,2024,-12,33.125,3.01
WS2M,2024,-12,33.75,1.73
WS2M,2024,-12,34.375,4
WS2M,2024,-12,35,2.96
WS2M,2024,-12,35.625,2.19
WS2M,2024,-12.5,33.125,3
WS2M,2024,-12.5,33.75,1.99
WS2M,2024,-12.5,34.375,4.23
WS2M,2024,-12.5,35,3.1
WS2M,2024,-12.5,35.625,2.12
WS2M,2024,-13,33.125,2.76
WS2M,2024,-13,33.75,2.29
WS2M,2024,-13,34.375,3.96
WS2M,2024,-13,35,3.36
WS2M,2024,-13,35.625,2.01
WS2M,2024,-13.5,33.125,2.6
WS2M,2024,-13.5,33.75,2.52
WS2M,2024,-13.5,34.375,3.76
WS2M,2024,-13.5,35,3.56
WS2M,2024,-13.5,35.625,2.29
WS2M,2024,-14,33.125,2.36
WS2M,2024,-14,33.75,2.34
WS2M,2024,-14,34.375,2.63
WS2M,2024,-14,35,3.76
WS2M,2024,-14,35.625,2.46
WS2M,2024,-14.5,33.125,2.4
WS2M,2024,-14.5,33.75,2.38
WS2M,2024,-14.5,34.375,1.53
WS2M,2024,-14.5,35,2.48
WS2M,2024,-14.5,35.625,2.55
WS2M,2024,-15,33.125,2.68
WS2M,2024,-15,33.75,2.42
WS2M,2024,-15,34.375,2.22
WS2M,2024,-15,35,2.02
WS2M,2024,-15,35.625,2.98
WS2M,2024,-15.5,33.125,2.78
WS2M,2024,-15.5,33.75,2.43
WS2M,2024,-15.5,34.375,2.36
WS2M,2024,-15.5,35,1.96
WS2M,2024,-15.5,35.625,2.52
WS2M,2024,-16,33.125,2.76
WS2M,2024,-16,33.75,2.6
WS2M,2024,-16,34.375,2.44
WS2M,2024,-16,35,2.04
WS2M,2024,-16,35.625,1.74
WS2M,2024,-16.5,33.125,2.86
WS2M,2024,-16.5,33.75,2.86
WS2M,2024,-16.5,34.375,2.62
WS2M,2024,-16.5,35,2.26
WS2M,2024,-16.5,35.625,2.06
WS2M,2024,-17,33.125,2.91
WS2M,2024,-17,33.75,3.08
WS2M,2024,-17,34.375,2.75
WS2M,2024,-17,35,2.44
WS2M,2024,-17,35.625,2.53
WS2M,2024,-9.5,33.125,2.27
WS2M,2024,-9.5,33.75,1.08
WS2M,2024,-9.5,34.375,1.69
WS2M,2024,-9.5,35,0.76
WS2M,2024,-9.5,35.625,0.07
WS2M,2025,-10,33.125,
WS2M,2025,-10,33.75,
WS2M,2025,-10,34.375,
WS2M,2025,-10,35,
WS2M,2025,-10,35.625,
WS2M,2025,-10.5,33.125,
WS2M,2025,-10.5,33.75,
WS2M,2025,-10.5,34.375,
WS2M,2025,-10.5,35,
WS2M,2025,-10.5,35.625,
WS2M,2025,-11,33.125,
WS2M,2025,-11,33.75,
WS2M,2025,-11,34.375,
WS2M,2025,-11,35,
WS2M,2025,-11,35.625,
WS2M,2025,-11.5,33.125,
WS2M,2025,-11.5,33.75,
WS2M,2025,-11.5,34.375,
WS2M,2025,-11.5,35,
WS2M,2025,-11.5,35.625,
WS2M,2025,-12,33.125,
WS2M,2025,-12,33.75,
WS2M,2025,-12,34.375,
WS2M,2025,-12,35,
WS2M,2025,-12,35.625,
WS2M,2025,-12.5,33.125,
WS2M,2025,-12.5,33.75,
WS2M,2025,-12.5,34.375,
WS2M,2025,-12.5,35,
WS2M,2025,-12.5,35.625,
WS2M,2025,-13,33.125,
WS2M,2025,-13,33.75,
WS2M,2025,-13,34.375,
WS2M,2025,-13,35,
WS2M,2025,-13,35.625,
WS2M,2025,-13.5,33.125,
WS2M,2025,-13.5,33.75,
WS2M,2025,-13.5,34.375,
WS2M,2025,-13.5,35,
WS2M,2025,-13.5,35.625,
WS2M,2025,-14,33.125,
WS2M,2025,-14,33.75,
WS2M,2025,-14,34.375,
WS2M,2025,-14,35,
WS2M,2025,-14,35.625,
WS2M,2025,-14.5,33.125,
WS2M,2025,-14.5,33.75,
WS2M,2025,-14.5,34.375,
WS2M,2025,-14.5,35,
WS2M,2025,-14.5,35.625,
WS2M,2025,-15,33.125,
WS2M,2025,-15,33.75,
WS2M,2025,-15,34.375,
WS2M,2025,-15,35,
WS2M,2025,-15,35.625,
WS2M,2025,-15.5,33.125,
WS2M,2025,-15.5,33.75,
WS2M,2025,-15.5,34.375,
WS2M,2025,-15.5,35,
WS2M,2025,-15.5,35.625,
WS2M,2025,-16,33.125,
WS2M,2025,-16,33.75,
WS2M,2025,-16,34.375,
WS2M,2025,-16,35,
WS2M,2025,-16,35.625,
WS2M,2025,-16.5,33.125,
WS2M,2025,-16.5,33.75,
WS2M,2025,-16.5,34.375,
WS2M,2025,-16.5,35,
WS2M,2025,-16.5,35.625,
WS2M,2025,-17,33.125,
WS2M,2025,-17,33.75,
WS2M,2025,-17,34.375,
WS2M,2025,-17,35,
WS2M,2025,-17,35.625,
WS2M,2025,-9.5,33.125,
WS2M,2025,-9.5,33.75,
WS2M,2025,-9.5,34.375,
WS2M,2025,-9.5,35,
WS2M,2025,-9.5,35.625,
