"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.65,21.9871533552761
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.7,22.8572851353768
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.75,23.7962941367636
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.8,24.84192518888
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.85,26.0607358847757
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.9,27.5942780465417
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.95,29.867218542429
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.975,31.8386554499518
"SARIMA",2023-10-01,"Blantyre",1,"month","incidence",2023-11-01,"quantile",0.99,34.1308769040833
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.01,3.61479324899112
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.025,6.35893233752837
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.05,8.7190433419723
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.1,11.440100179409
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.15,13.2759843093812
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.2,14.7350868171718
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.25,15.9868668479054
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.3,17.1110040033924
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.35,18.1526846078773
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.4,19.141137635365
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.45,20.0974773787331
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.5,21.038654716779
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.55,21.9798320548248
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.6,22.9361717981929
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.65,23.9246248256807
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.7,24.9663054301655
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.75,26.0904425856525
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.8,27.3422226163861
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.85,28.8013251241768
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.9,30.637209254149
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.95,33.3582660915856
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.975,35.7183770960296
"SARIMA",2023-10-01,"Blantyre",2,"month","incidence",2023-12-01,"quantile",0.99,38.4625161845668
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.01,9.24293836768803
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.025,12.5118851612184
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.05,15.3233597444785
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.1,18.5648098812111
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.15,20.7518008996457
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.2,22.4899520320713
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.25,23.9811309357809
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.3,25.3202556781337
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.35,26.561154321405
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.4,27.7386457861266
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.45,28.8778824052424
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.5,29.9990568581703
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.55,31.1202313110981
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.6,32.2594679302139
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.65,33.4369593949355
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.7,34.6778580382068
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.75,36.0169827805596
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.8,37.5081616842693
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.85,39.2463128166949
"SARIMA",2023-10-01,"Blantyre",3,"month","incidence",2024-01-01,"quantile",0.9,41.4333038351294
