District,Incidence_Month,Year,Incidence_per_1k,lag1_rainfall,lag2_rainfall,lag3_rainfall,lag1_temperature,lag2_temperature,lag3_temperature
Likoma,October,2021,39.2437,0,0,0,298.119,295.835,294.281
Likoma,November,2021,30.6023,0,0,0,299.977,298.119,295.835
Likoma,December,2021,27.4186,0,0,0,301.787,299.977,298.119
Likoma,January,2022,21.8597,0.01,0,0,301.286,301.787,299.977
Likoma,February,2022,31.2281,0.03,0.01,0,298.548,301.286,301.787
Likoma,March,2022,25.2374,0.04,0.03,0.01,297.783,298.548,301.286
Likoma,April,2022,29.2524,0.02,0.04,0.03,298.47,297.783,298.548
Likoma,May,2022,37.9198,0.02,0.02,0.04,298.32,298.47,297.783
Likoma,June,2022,31.6742,0,0.02,0.02,297.32,298.32,298.47
Likoma,July,2022,17.9084,0,0,0.02,294.612,297.32,298.32
Likoma,August,2022,15.6778,0,0,0,294.443,294.612,297.32
Likoma,September,2022,19.183,0,0,0,296.127,294.443,294.612
Likoma,October,2022,13.957,0,0,0,297.501,296.127,294.443
Likoma,November,2022,16.57,0,0,0,299.958,297.501,296.127
Likoma,December,2022,9.6234,0,0,0,300.831,299.958,297.501
Likoma,January,2023,20.694,0.04,0,0,298.813,300.831,299.958
Likoma,February,2023,17.3804,0.03,0.04,0,298.402,298.813,300.831
Likoma,March,2023,19.5061,0.02,0.03,0.04,299.346,298.402,298.813
Likoma,April,2023,18.8184,0.05,0.02,0.03,298.37,299.346,298.402
Likoma,May,2023,38.4495,0.02,0.05,0.02,297.885,298.37,299.346
Likoma,June,2023,24.9453,0,0.02,0.05,297.832,297.885,298.37
Likoma,July,2023,19.131,0,0,0.02,297.237,297.832,297.885
Likoma,August,2023,22.6321,0,0,0,295.083,297.237,297.832
Likoma,September,2023,44.6389,0,0,0,296.091,295.083,297.237
Likoma,October,2023,27.2585,0,0,0,299.036,296.091,295.083
Likoma,November,2023,12.3163,0,0,0,301.246,299.036,296.091
Likoma,December,2023,8.8778,0.01,0,0,300.83,301.246,299.036
Likoma,January,2024,18.8934,0.02,0.01,0,300.12,300.83,301.246
Likoma,February,2024,7.177,0.05,0.02,0.01,298.551,300.12,300.83
Likoma,March,2024,16.5624,0.04,0.05,0.02,299.263,298.551,300.12
Likoma,April,2024,27.5426,0.03,0.04,0.05,299.164,299.263,298.551
Likoma,May,2024,39.9338,0.01,0.03,0.04,298.857,299.164,299.263
Likoma,June,2024,31.8366,0,0.01,0.03,297.304,298.857,299.164
Likoma,July,2024,39.9338,0,0,0.01,295.538,297.304,298.857
Likoma,August,2024,51.3434,0,0,0,296.023,295.538,297.304
Likoma,September,2024,57.0482,0,0,0,296.91,296.023,295.538
Likoma,October,2024,31.1005,0,0,0,298.363,296.91,296.023
Likoma,November,2024,15.2129,0,0,0,299.527,298.363,296.91
Likoma,December,2024,9.6307,0.01,0,0,300.937,299.527,298.363
Lilongwe,April,2018,50.5499,0.01,0.02,0.01,294.596,295.067,295.026
Lilongwe,May,2018,42.224,0.01,0.01,0.02,293.392,294.596,295.067
Lilongwe,June,2018,15.3477,0,0.01,0.01,292.853,293.392,294.596
Lilongwe,July,2018,16.5065,0,0,0.01,290.442,292.853,293.392
Lilongwe,August,2018,10.8002,0,0,0,289.708,290.442,292.853
Lilongwe,September,2018,10.5007,0,0,0,292.917,289.708,290.442
Lilongwe,October,2018,13.1702,0,0,0,295.949,292.917,289.708
Lilongwe,November,2018,13.3335,0,0,0,296.121,295.949,292.917
Lilongwe,December,2018,11.8467,0,0,0,296.885,296.121,295.949
Lilongwe,January,2019,10.6307,0.02,0,0,295.318,296.885,296.121
Lilongwe,February,2019,30.1978,0.02,0.02,0,294.836,295.318,296.885
Lilongwe,March,2019,26.6541,0.02,0.02,0.02,295.03,294.836,295.318
Lilongwe,April,2019,26.1461,0.02,0.02,0.02,294.833,295.03,294.836
Lilongwe,May,2019,21.7246,0,0.02,0.02,294.176,294.833,295.03
Lilongwe,June,2019,13.7072,0,0,0.02,292.202,294.176,294.833
Lilongwe,July,2019,8.8622,0,0,0,289.684,292.202,294.176
Lilongwe,August,2019,6.16,0,0,0,289.971,289.684,292.202
Lilongwe,September,2019,6.2015,0,0,0,292.668,289.971,289.684
Lilongwe,October,2019,9.9067,0,0,0,294.412,292.668,289.971
Lilongwe,November,2019,11.9376,0,0,0,297.72,294.412,292.668
Lilongwe,December,2019,12.3933,0.01,0,0,297.785,297.72,294.412
Lilongwe,January,2020,48.5416,0.02,0.01,0,295.854,297.785,297.72
Lilongwe,February,2020,39.2469,0.03,0.02,0.01,294.86,295.854,297.785
Lilongwe,March,2020,52.8522,0.01,0.03,0.02,295.246,294.86,295.854
Lilongwe,April,2020,30.3644,0.01,0.01,0.03,294.755,295.246,294.86
Lilongwe,May,2020,27.0272,0,0.01,0.01,294.67,294.755,295.246
Lilongwe,June,2020,19.4068,0,0,0.01,292.535,294.67,294.755
Lilongwe,July,2020,12.0296,0,0,0,290.644,292.535,294.67
Lilongwe,August,2020,7.702,0,0,0,289.477,290.644,292.535
Lilongwe,September,2020,10.0226,0,0,0,292.249,289.477,290.644
Lilongwe,October,2020,16.2222,0,0,0,294.656,292.249,289.477
Lilongwe,November,2020,21.5833,0,0,0,297.227,294.656,292.249
Lilongwe,December,2020,17.0447,0,0,0,298.684,297.227,294.656
Lilongwe,January,2021,42.7511,0.01,0,0,296.061,298.684,297.227
Lilongwe,February,2021,48.9371,0.02,0.01,0,294.881,296.061,298.684
Lilongwe,March,2021,53.0045,0.02,0.02,0.01,295.09,294.881,296.061
Lilongwe,April,2021,36.4174,0.02,0.02,0.02,293.673,295.09,294.881
Lilongwe,May,2021,27.4446,0,0.02,0.02,292.943,293.673,295.09
Lilongwe,June,2021,22.7253,0,0,0.02,290.834,292.943,293.673
Lilongwe,July,2021,12.1505,0,0,0,289.87,290.834,292.943
Lilongwe,August,2021,6.8861,0,0,0,289.323,289.87,290.834
Lilongwe,September,2021,8.8233,0,0,0,292.016,289.323,289.87
Lilongwe,October,2021,12.8882,0,0,0,294.743,292.016,289.323
Lilongwe,November,2021,14.5033,0,0,0,296.976,294.743,292.016
Lilongwe,December,2021,15.9359,0,0,0,298.842,296.976,294.743
Lilongwe,January,2022,25.0538,0,0,0,298.752,298.842,296.976
Lilongwe,February,2022,27.0442,0.02,0,0,294.627,298.752,298.842
Lilongwe,March,2022,15.482,0.02,0.02,0,294.418,294.627,298.752
Lilongwe,April,2022,12.1249,0.01,0.02,0.02,294.699,294.418,294.627
Lilongwe,May,2022,9.7469,0,0.01,0.02,294.102,294.699,294.418
Lilongwe,June,2022,8.9011,0,0,0.01,292.317,294.102,294.699
Lilongwe,July,2022,4.9384,0,0,0,289.395,292.317,294.102
Lilongwe,August,2022,4.2351,0,0,0,289.92,289.395,292.317
Lilongwe,September,2022,4.181,0,0,0,292.13,289.92,289.395
Lilongwe,October,2022,5.0679,0,0,0,294.214,292.13,289.92
Lilongwe,November,2022,4.9435,0,0,0,297.576,294.214,292.13
Lilongwe,December,2022,7.2167,0,0,0,297.233,297.576,294.214
Lilongwe,January,2023,16.1415,0.02,0,0,294.719,297.233,297.576
Lilongwe,February,2023,13.6752,0.02,0.02,0,294.386,294.719,297.233
Lilongwe,March,2023,17.0545,0.02,0.02,0.02,294.808,294.386,294.719
Lilongwe,April,2023,12.2533,0.02,0.02,0.02,294.488,294.808,294.386
Lilongwe,May,2023,12.742,0,0.02,0.02,293.589,294.488,294.808
Lilongwe,June,2023,12.8032,0,0,0.02,292.683,293.589,294.488
Lilongwe,July,2023,8.4005,0,0,0,291.637,292.683,293.589
Lilongwe,August,2023,6.8132,0,0,0,290.236,291.637,292.683
Lilongwe,September,2023,9.7372,0,0,0,292.287,290.236,291.637
Lilongwe,October,2023,13.2368,0,0,0,296.216,292.287,290.236
Lilongwe,November,2023,15.0212,0,0,0,298.271,296.216,292.287
Lilongwe,December,2023,17.8196,0.01,0,0,297.735,298.271,296.216
Lilongwe,January,2024,40.7313,0.01,0.01,0,297.788,297.735,298.271
Lilongwe,February,2024,40.9069,0.02,0.01,0.01,295.585,297.788,297.735
Lilongwe,March,2024,34.8457,0.01,0.02,0.01,295.967,295.585,297.788
Lilongwe,April,2024,49.5771,0.01,0.01,0.02,295.395,295.967,295.585
Lilongwe,May,2024,44.2959,0,0.01,0.01,294.282,295.395,295.967
Lilongwe,June,2024,28.9181,0,0,0.01,292.212,294.282,295.395
Lilongwe,July,2024,19.5718,0,0,0,290.404,292.212,294.282
Lilongwe,August,2024,12.6792,0,0,0,291.276,290.404,292.212
Lilongwe,September,2024,13.9387,0,0,0,292.622,291.276,290.404
Lilongwe,October,2024,19.0548,0,0,0,295.389,292.622,291.276
Lilongwe,November,2024,20.9438,0,0,0,296.44,295.389,292.622
Lilongwe,December,2024,31.877,0,0,0,297.366,296.44,295.389
Machinga,April,2018,41.9681,0.01,0.02,0.01,297.807,297.79,297.65
Machinga,May,2018,38.3834,0.01,0.01,0.02,296.059,297.807,297.79
Machinga,June,2018,8.9672,0,0.01,0.01,295.093,296.059,297.807
Machinga,July,2018,21.5845,0,0,0.01,292.808,295.093,296.059
Machinga,August,2018,20.8048,0,0,0,291.879,292.808,295.093
Machinga,September,2018,20.5949,0,0,0,295.239,291.879,292.808
Machinga,October,2018,16.5018,0,0,0,298.128,295.239,291.879
Machinga,November,2018,12.7209,0,0,0,297.799,298.128,295.239
Machinga,December,2018,11.3415,0.01,0,0,298.431,297.799,298.128
Machinga,January,2019,14.0777,0.02,0.01,0,297.841,298.431,297.799
Machinga,February,2019,12.5055,0.02,0.02,0.01,297.275,297.841,298.431
Machinga,March,2019,13.7964,0.01,0.02,0.02,297.531,297.275,297.841
Machinga,April,2019,14.927,0.03,0.01,0.02,297.151,297.531,297.275
Machinga,May,2019,17.0802,0,0.03,0.01,296.884,297.151,297.531
Machinga,June,2019,8.5881,0,0,0.03,294.387,296.884,297.151
Machinga,July,2019,9.2861,0,0,0,292.176,294.387,296.884
Machinga,August,2019,9.666,0,0,0,292.187,292.176,294.387
Machinga,September,2019,13.3955,0,0,0,294.816,292.187,292.176
Machinga,October,2019,16.5123,0,0,0,296.182,294.816,292.187
Machinga,November,2019,11.8141,0,0,0,299.962,296.182,294.816
Machinga,December,2019,13.3284,0.01,0,0,300.611,299.962,296.182
Machinga,January,2020,38.178,0.02,0.01,0,298.332,300.611,299.962
Machinga,February,2020,28.4121,0.03,0.02,0.01,297.123,298.332,300.611
Machinga,March,2020,31.0863,0.02,0.03,0.02,297.802,297.123,298.332
Machinga,April,2020,24.1533,0,0.02,0.03,297.422,297.802,297.123
Machinga,May,2020,25.9916,0,0,0.02,297.461,297.422,297.802
Machinga,June,2020,22.8327,0,0,0,294.526,297.461,297.422
Machinga,July,2020,20.9234,0,0,0,292.758,294.526,297.461
Machinga,August,2020,18.5688,0,0,0,291.822,292.758,294.526
Machinga,September,2020,19.9161,0,0,0,294.52,291.822,292.758
Machinga,October,2020,17.7315,0,0,0,296.9,294.52,291.822
Machinga,November,2020,14.6183,0,0,0,299.416,296.9,294.52
Machinga,December,2020,8.2067,0,0,0,301.624,299.416,296.9
Machinga,January,2021,35.6958,0.01,0,0,299.001,301.624,299.416
Machinga,February,2021,35.4325,0.02,0.01,0,297.83,299.001,301.624
Machinga,March,2021,38.4715,0.02,0.02,0.01,298.131,297.83,299.001
Machinga,April,2021,29.6471,0.02,0.02,0.02,296.346,298.131,297.83
Machinga,May,2021,31.4747,0,0.02,0.02,295.233,296.346,298.131
Machinga,June,2021,29.1902,0,0,0.02,293.12,295.233,296.346
Machinga,July,2021,26.7514,0,0,0,291.965,293.12,295.233
Machinga,August,2021,22.017,0,0,0,291.728,291.965,293.12
Machinga,September,2021,24.6898,0,0,0,293.858,291.728,291.965
Machinga,October,2021,22.48,0,0,0,296.465,293.858,291.728
Machinga,November,2021,18.265,0,0,0,298.673,296.465,293.858
Machinga,December,2021,15.199,0,0,0,301.065,298.673,296.465
Machinga,January,2022,17.6481,0,0,0,301.413,301.065,298.673
Machinga,February,2022,31.5853,0.03,0,0,297.017,301.413,301.065
Machinga,March,2022,29.3193,0.02,0.03,0,297.206,297.017,301.413
Machinga,April,2022,28.1466,0.01,0.02,0.03,296.931,297.206,297.017
Machinga,May,2022,47.5851,0,0.01,0.02,296.39,296.931,297.206
Machinga,June,2022,47.2407,0,0,0.01,294.17,296.39,296.931
Machinga,July,2022,29.7098,0,0,0,291.572,294.17,296.39
Machinga,August,2022,31.0256,0,0,0,292.164,291.572,294.17
Machinga,September,2022,28.6388,0,0,0,294.17,292.164,291.572
Machinga,October,2022,26.1917,0,0,0,295.946,294.17,292.164
Machinga,November,2022,20.8005,0,0,0,299.561,295.946,294.17
Machinga,December,2022,13.4236,0,0,0,299.816,299.561,295.946
Machinga,January,2023,46.8892,0.02,0,0,297.302,299.816,299.561
Machinga,February,2023,40.5164,0.02,0.02,0,296.849,297.302,299.816
Machinga,March,2023,44.1975,0.02,0.02,0.02,297.277,296.849,297.302
Machinga,April,2023,35.2793,0.03,0.02,0.02,296.635,297.277,296.849
Machinga,May,2023,41.9506,0.01,0.03,0.02,295.717,296.635,297.277
Machinga,June,2023,38.3651,0,0.01,0.03,294.682,295.717,296.635
Machinga,July,2023,45.0867,0,0,0.01,293.848,294.682,295.717
Machinga,August,2023,41.8094,0,0,0,292.434,293.848,294.682
Machinga,September,2023,58.9075,0,0,0,293.924,292.434,293.848
Machinga,October,2023,51.5774,0,0,0,297.842,293.924,292.434
Machinga,November,2023,34.2442,0,0,0,300.404,297.842,293.924
Machinga,December,2023,30.0548,0,0,0,299.76,300.404,297.842
Machinga,January,2024,33.464,0.01,0,0,300.696,299.76,300.404
Machinga,February,2024,37.8948,0.02,0.01,0,298.194,300.696,299.76
Machinga,March,2024,38.7099,0.02,0.02,0.01,298.667,298.194,300.696
Machinga,April,2024,57.4361,0.01,0.02,0.02,297.933,298.667,298.194
Machinga,May,2024,53.0065,0,0.01,0.02,296.877,297.933,298.667
Machinga,June,2024,33.0559,0,0,0.01,294.763,296.877,297.933
Machinga,July,2024,32.8911,0,0,0,292.883,294.763,296.877
Machinga,August,2024,30.2156,0,0,0,293.927,292.883,294.763
Machinga,September,2024,27.3001,0,0,0,294.805,293.927,292.883
Machinga,October,2024,23.0928,0,0,0,297.002,294.805,293.927
Machinga,November,2024,21.3187,0,0,0,297.792,297.002,294.805
Machinga,December,2024,25.2573,0,0,0,299.602,297.792,297.002
Mangochi,April,2018,43.7992,0.01,0.02,0.01,297.53,297.764,297.399
Mangochi,May,2018,44.7395,0.01,0.01,0.02,296.108,297.53,297.764
Mangochi,June,2018,17.0061,0,0.01,0.01,295.37,296.108,297.53
Mangochi,July,2018,24.8053,0,0,0.01,293.129,295.37,296.108
Mangochi,August,2018,19.2678,0,0,0,292.115,293.129,295.37
Mangochi,September,2018,25.2981,0,0,0,295.225,292.115,293.129
Mangochi,October,2018,20.6293,0,0,0,297.918,295.225,292.115
Mangochi,November,2018,14.5544,0,0,0,297.904,297.918,295.225
Mangochi,December,2018,14.7288,0.01,0,0,298.552,297.904,297.918
Mangochi,January,2019,43.0816,0.02,0.01,0,297.661,298.552,297.904
Mangochi,February,2019,39.1553,0.02,0.02,0.01,297.36,297.661,298.552
Mangochi,March,2019,35.9789,0.02,0.02,0.02,297.5,297.36,297.661
Mangochi,April,2019,35.9258,0.02,0.02,0.02,297.396,297.5,297.36
Mangochi,May,2019,37.7877,0,0.02,0.02,297.063,297.396,297.5
Mangochi,June,2019,24.6041,0,0,0.02,294.899,297.063,297.396
Mangochi,July,2019,22.4907,0,0,0,292.489,294.899,297.063
Mangochi,August,2019,23.2829,0,0,0,292.644,292.489,294.899
Mangochi,September,2019,22.8949,0,0,0,294.935,292.644,292.489
Mangochi,October,2019,27.0793,0,0,0,296.309,294.935,292.644
Mangochi,November,2019,20.4955,0,0,0,299.662,296.309,294.935
Mangochi,December,2019,14.9578,0.01,0,0,300.377,299.662,296.309
Mangochi,January,2020,15.8257,0.02,0.01,0,298.129,300.377,299.662
Mangochi,February,2020,12.5735,0.03,0.02,0.01,297.261,298.129,300.377
Mangochi,March,2020,16.9509,0.02,0.03,0.02,297.679,297.261,298.129
Mangochi,April,2020,15.6404,0,0.02,0.03,297.504,297.679,297.261
Mangochi,May,2020,15.998,0,0,0.02,297.624,297.504,297.679
Mangochi,June,2020,13.5419,0,0,0,295.02,297.624,297.504
Mangochi,July,2020,10.8548,0,0,0,293.122,295.02,297.624
Mangochi,August,2020,10.2138,0,0,0,292.142,293.122,295.02
Mangochi,September,2020,14.4287,0,0,0,294.508,292.142,293.122
Mangochi,October,2020,17.7037,0,0,0,296.831,294.508,292.142
Mangochi,November,2020,19.9957,0,0,0,299.562,296.831,294.508
Mangochi,December,2020,11.517,0,0,0,301.262,299.562,296.831
Mangochi,January,2021,12.3891,0.02,0,0,298.603,301.262,299.562
Mangochi,February,2021,8.7441,0.03,0.02,0,297.553,298.603,301.262
Mangochi,March,2021,13.5791,0.02,0.03,0.02,297.853,297.553,298.603
Mangochi,April,2021,17.3238,0.02,0.02,0.03,296.325,297.853,297.553
Mangochi,May,2021,26.0362,0,0.02,0.02,295.496,296.325,297.853
Mangochi,June,2021,22.6909,0,0,0.02,293.502,295.496,296.325
Mangochi,July,2021,17.7136,0,0,0,292.331,293.502,295.496
Mangochi,August,2021,15.2585,0,0,0,292.029,292.331,293.502
Mangochi,September,2021,20.1686,0,0,0,294.138,292.029,292.331
Mangochi,October,2021,20.0674,0,0,0,296.616,294.138,292.029
Mangochi,November,2021,17.2597,0,0,0,298.733,296.616,294.138
Mangochi,December,2021,11.4822,0,0,0,301.155,298.733,296.616
Mangochi,January,2022,11.8512,0,0,0,301.035,301.155,298.733
Mangochi,February,2022,14.3531,0.03,0,0,297.037,301.035,301.155
Mangochi,March,2022,15.6178,0.03,0.03,0,296.897,297.037,301.035
Mangochi,April,2022,24.0319,0.01,0.03,0.03,297.13,296.897,297.037
Mangochi,May,2022,37.1134,0,0.01,0.03,296.63,297.13,296.897
Mangochi,June,2022,37.6986,0,0,0.01,294.728,296.63,297.13
Mangochi,July,2022,20.1811,0,0,0,291.827,294.728,296.63
Mangochi,August,2022,22.267,0,0,0,292.44,291.827,294.728
Mangochi,September,2022,17.9297,0,0,0,294.28,292.44,291.827
Mangochi,October,2022,19.8042,0,0,0,296.122,294.28,292.44
Mangochi,November,2022,14.075,0,0,0,299.648,296.122,294.28
Mangochi,December,2022,8.9465,0,0,0,299.862,299.648,296.122
Mangochi,January,2023,16.3632,0.02,0,0,297.226,299.862,299.648
Mangochi,February,2023,12.5369,0.03,0.02,0,296.783,297.226,299.862
Mangochi,March,2023,13.5149,0.03,0.03,0.02,297.235,296.783,297.226
Mangochi,April,2023,13.1859,0.03,0.03,0.03,296.767,297.235,296.783
Mangochi,May,2023,22.7535,0.01,0.03,0.03,295.923,296.767,297.235
Mangochi,June,2023,26.8686,0,0.01,0.03,295.228,295.923,296.767
Mangochi,July,2023,22.6651,0,0,0.01,294.393,295.228,295.923
Mangochi,August,2023,20.4189,0,0,0,292.698,294.393,295.228
Mangochi,September,2023,35.355,0,0,0,294.204,292.698,294.393
Mangochi,October,2023,34.5768,0,0,0,297.849,294.204,292.698
Mangochi,November,2023,22.945,0,0,0,300.453,297.849,294.204
Mangochi,December,2023,18.7193,0.01,0,0,299.818,300.453,297.849
Mangochi,January,2024,19.0843,0.01,0.01,0,300.162,299.818,300.453
Mangochi,February,2024,20.8076,0.02,0.01,0.01,297.973,300.162,299.818
Mangochi,March,2024,20.2005,0.02,0.02,0.01,298.517,297.973,300.162
Mangochi,April,2024,35.6503,0.01,0.02,0.02,297.976,298.517,297.973
Mangochi,May,2024,40.2268,0,0.01,0.02,297.083,297.976,298.517
Mangochi,June,2024,25.2581,0,0,0.01,295.048,297.083,297.976
Mangochi,July,2024,22.0102,0,0,0,293.17,295.048,297.083
Mangochi,August,2024,24.5624,0,0,0,294.102,293.17,295.048
Mangochi,September,2024,29.1713,0,0,0,295.011,294.102,293.17
Mangochi,October,2024,22.6821,0,0,0,297.126,295.011,294.102
Mangochi,November,2024,20.9624,0,0,0,298.003,297.126,295.011
Mangochi,December,2024,18.2915,0,0,0,299.738,298.003,297.126
Mchinji,April,2018,88.8431,0.01,0.01,0.01,294.868,295.564,295.301
Mchinji,May,2018,75.5981,0,0.01,0.01,293.8,294.868,295.564
Mchinji,June,2018,61.8605,0,0,0.01,293.527,293.8,294.868
Mchinji,July,2018,30.3059,0,0,0,291.076,293.527,293.8
Mchinji,August,2018,18.6363,0,0,0,290.238,291.076,293.527
Mchinji,September,2018,24.8981,0,0,0,293.669,290.238,291.076
Mchinji,October,2018,37.8927,0,0,0,296.981,293.669,290.238
Mchinji,November,2018,24.258,0,0,0,297.168,296.981,293.669
Mchinji,December,2018,22.5167,0,0,0,297.925,297.168,296.981
Mchinji,January,2019,37.8821,0.02,0,0,295.709,297.925,297.168
Mchinji,February,2019,46.0702,0.02,0.02,0,295.172,295.709,297.925
Mchinji,March,2019,38.9458,0.02,0.02,0.02,295.374,295.172,295.709
Mchinji,April,2019,38.2956,0.01,0.02,0.02,295.207,295.374,295.172
Mchinji,May,2019,41.6,0,0.01,0.02,294.412,295.207,295.374
Mchinji,June,2019,27.2393,0,0,0.01,292.698,294.412,295.207
Mchinji,July,2019,16.6727,0,0,0,290.109,292.698,294.412
Mchinji,August,2019,15.0092,0,0,0,290.61,290.109,292.698
Mchinji,September,2019,19.2718,0,0,0,293.383,290.61,290.109
Mchinji,October,2019,28.8056,0,0,0,295.361,293.383,290.61
Mchinji,November,2019,33.1396,0,0,0,298.7,295.361,293.383
Mchinji,December,2019,41.4865,0.01,0,0,298.481,298.7,295.361
Mchinji,January,2020,98.8233,0.02,0.01,0,296.195,298.481,298.7
Mchinji,February,2020,83.0008,0.02,0.02,0.01,295.177,296.195,298.481
Mchinji,March,2020,89.4078,0.01,0.02,0.02,295.586,295.177,296.195
Mchinji,April,2020,61.393,0.01,0.01,0.02,295.033,295.586,295.177
Mchinji,May,2020,58.9666,0,0.01,0.01,295.14,295.033,295.586
Mchinji,June,2020,43.4503,0,0,0.01,293.038,295.14,295.033
Mchinji,July,2020,25.3616,0,0,0,291.132,293.038,295.14
Mchinji,August,2020,19.5366,0,0,0,289.919,291.132,293.038
Mchinji,September,2020,29.9369,0,0,0,292.946,289.919,291.132
Mchinji,October,2020,43.0443,0,0,0,295.372,292.946,289.919
Mchinji,November,2020,53.6555,0,0,0,297.869,295.372,292.946
Mchinji,December,2020,52.003,0,0,0,299.274,297.869,295.372
Mchinji,January,2021,95.513,0.01,0,0,296.204,299.274,297.869
Mchinji,February,2021,121.9833,0.02,0.01,0,295.088,296.204,299.274
Mchinji,March,2021,95.8202,0.02,0.02,0.01,295.285,295.088,296.204
Mchinji,April,2021,58.9209,0.02,0.02,0.02,294.007,295.285,295.088
Mchinji,May,2021,40.7102,0,0.02,0.02,293.275,294.007,295.285
Mchinji,June,2021,33.4468,0,0,0.02,291.274,293.275,294.007
Mchinji,July,2021,19.615,0,0,0,290.41,291.274,293.275
Mchinji,August,2021,15.444,0,0,0,289.762,290.41,291.274
Mchinji,September,2021,24.6316,0,0,0,292.78,289.762,290.41
Mchinji,October,2021,32.0114,0,0,0,295.616,292.78,289.762
Mchinji,November,2021,29.0167,0,0,0,297.996,295.616,292.78
Mchinji,December,2021,26.3803,0,0,0,299.629,297.996,295.616
Mchinji,January,2022,37.5431,0,0,0,299.573,299.629,297.996
Mchinji,February,2022,35.6387,0.02,0,0,295.14,299.573,299.629
Mchinji,March,2022,24.0573,0.02,0.02,0,294.639,295.14,299.573
Mchinji,April,2022,14.9468,0.01,0.02,0.02,295.084,294.639,295.14
Mchinji,May,2022,11.7454,0,0.01,0.02,294.432,295.084,294.639
Mchinji,June,2022,8.7005,0,0,0.01,293.012,294.432,295.084
Mchinji,July,2022,5.6889,0,0,0,289.965,293.012,294.432
Mchinji,August,2022,5.3807,0,0,0,290.62,289.965,293.012
Mchinji,September,2022,5.3427,0,0,0,292.975,290.62,289.965
Mchinji,October,2022,5.569,0,0,0,295.249,292.975,290.62
Mchinji,November,2022,6.0641,0,0,0,298.553,295.249,292.975
Mchinji,December,2022,10.9511,0,0,0,298.012,298.553,295.249
Mchinji,January,2023,34.393,0.02,0,0,295.26,298.012,298.553
Mchinji,February,2023,38.8356,0.02,0.02,0,294.764,295.26,298.012
Mchinji,March,2023,43.0121,0.02,0.02,0.02,295.278,294.764,295.26
Mchinji,April,2023,31.8818,0.01,0.02,0.02,294.851,295.278,294.764
Mchinji,May,2023,36.1177,0,0.01,0.02,293.957,294.851,295.278
Mchinji,June,2023,36.2575,0,0,0.01,293.226,293.957,294.851
Mchinji,July,2023,23.9496,0,0,0,292.225,293.226,293.957
Mchinji,August,2023,19.0045,0,0,0,290.882,292.225,293.226
Mchinji,September,2023,30.0129,0,0,0,293.091,290.882,292.225
Mchinji,October,2023,39.6876,0,0,0,297.197,293.091,290.882
Mchinji,November,2023,38.565,0,0,0,299.175,297.197,293.091
Mchinji,December,2023,50.2767,0,0,0,298.606,299.175,297.197
Mchinji,January,2024,95.2758,0.01,0,0,298.466,298.606,299.175
Mchinji,February,2024,94.274,0.02,0.01,0,295.865,298.466,298.606
Mchinji,March,2024,67.805,0.01,0.02,0.01,296.544,295.865,298.466
Mchinji,April,2024,87.8526,0.01,0.01,0.02,295.857,296.544,295.865
Mchinji,May,2024,71.6505,0,0.01,0.01,294.767,295.857,296.544
Mchinji,June,2024,47.9262,0,0,0.01,292.608,294.767,295.857
Mchinji,July,2024,36.1798,0,0,0,290.75,292.608,294.767
Mchinji,August,2024,27.7082,0,0,0,291.438,290.75,292.608
Mchinji,September,2024,26.702,0,0,0,293.101,291.438,290.75
Mchinji,October,2024,35.9235,0,0,0,296.252,293.101,291.438
Mchinji,November,2024,34.0772,0,0,0,297.493,296.252,293.101
Mchinji,December,2024,55.4455,0,0,0,298.156,297.493,296.252
Mulanje,April,2018,56.3091,0.01,0.02,0.01,296.851,297.128,296.821
Mulanje,May,2018,54.3024,0.01,0.01,0.02,295.118,296.851,297.128
Mulanje,June,2018,27.2959,0,0.01,0.01,294.071,295.118,296.851
Mulanje,July,2018,23.2328,0,0,0.01,291.674,294.071,295.118
Mulanje,August,2018,20.3667,0,0,0,290.276,291.674,294.071
Mulanje,September,2018,21.1092,0,0,0,294.341,290.276,291.674
Mulanje,October,2018,25.9776,0,0,0,297.026,294.341,290.276
Mulanje,November,2018,27.6891,0,0,0,296.052,297.026,294.341
Mulanje,December,2018,32.1643,0.01,0,0,297.261,296.052,297.026
Mulanje,January,2019,34.4175,0.02,0.01,0,297.12,297.261,296.052
Mulanje,February,2019,42.5872,0.03,0.02,0.01,296.573,297.12,297.261
Mulanje,March,2019,33.2327,0.01,0.03,0.02,296.886,296.573,297.12
Mulanje,April,2019,35.0742,0.03,0.01,0.03,296.049,296.886,296.573
Mulanje,May,2019,52.3558,0,0.03,0.01,295.548,296.049,296.886
Mulanje,June,2019,28.5047,0,0,0.03,292.81,295.548,296.049
Mulanje,July,2019,18.5192,0,0,0,290.836,292.81,295.548
Mulanje,August,2019,14.7577,0,0,0,290.625,290.836,292.81
Mulanje,September,2019,16.712,0,0,0,293.655,290.625,290.836
Mulanje,October,2019,22.0209,0,0,0,294.753,293.655,290.625
Mulanje,November,2019,22.3107,0,0,0,298.754,294.753,293.655
Mulanje,December,2019,33.6153,0.01,0,0,299.142,298.754,294.753
Mulanje,January,2020,73.3113,0.01,0.01,0,297.955,299.142,298.754
Mulanje,February,2020,50.4609,0.03,0.01,0.01,296.405,297.955,299.142
Mulanje,March,2020,60.2559,0.01,0.03,0.01,297.079,296.405,297.955
