"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"quantile",0.8,37.6987580851889
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"quantile",0.85,40.8197849766447
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"quantile",0.9,44.7467494693015
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"quantile",0.95,50.5671024037082
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"quantile",0.975,55.6153905619157
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"quantile",0.99,61.485116536267
"SARIMA",2023-04-01,"Balaka",1,"month","incidence",2023-05-01,"point",NA,35.308790546776
"SARIMA",2023-04-01,"Balaka",2,"month","incidence",2023-06-01,"point",NA,29.6858961838147
"SARIMA",2023-04-01,"Balaka",3,"month","incidence",2023-07-01,"point",NA,24.2153977169163
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.01,0
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.025,0
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.05,0
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.1,0.145177871167515
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.15,3.39656890902051
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.2,5.98067143471265
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.25,8.1976013089047
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.3,10.1884728530273
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.35,12.0333120378286
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.4,13.7838840169877
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.45,15.4775826660286
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.5,17.144428362875
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.55,18.8112740597213
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.6,20.5049727087622
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.65,22.2555446879214
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.7,24.1003838727226
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.75,26.0912554168452
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.8,28.3081852910373
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.85,30.8922878167294
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.9,34.1436788545824
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.95,38.9627301608672
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.975,43.1425384847746
"SARIMA",2023-05-01,"Balaka",1,"month","incidence",2023-06-01,"quantile",0.99,48.0024689637352
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.01,0
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.025,0
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.05,0
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.1,0
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.15,0
"SARIMA",2023-05-01,"Balaka",2,"month","incidence",2023-07-01,"quantile",0.2,2.9765315453305
