District,Incidence_Month,Year,Incidence_per_1k,Temperature,Precipitation,lag1_rainfall,lag2_rainfall,lag3_rainfall,lag1_temperature,lag2_temperature,lag3_temperature
Chiradzulu,May,2024,72.8802,293.682,0,0,0.01,0.01,295.741,297.195,298.058
Chiradzulu,June,2024,26.4464,291.764,0,0,0,0.01,293.682,295.741,297.195
Chiradzulu,July,2024,13.1929,292.578,0,0,0,0,291.764,293.682,295.741
Chiradzulu,August,2024,15.3332,293.723,0,0,0,0,292.578,291.764,293.682
Chiradzulu,September,2024,11.9738,295.918,0,0,0,0,293.723,292.578,291.764
Chiradzulu,October,2024,11.5018,296.657,0,0,0,0,295.918,293.723,292.578
Chiradzulu,November,2024,8.7482,298.405,0.01,0,0,0,296.657,295.918,293.723
Chiradzulu,December,2024,17.7739,299.198,0.01,0.01,0,0,298.405,296.657,295.918
Chitipa,April,2018,40.5309,292.98,0.02,0.03,0.02,0.02,293.716,294.6,293.35
Chitipa,May,2018,26.0367,292.267,0,0.02,0.03,0.02,292.98,293.716,294.6
Chitipa,June,2018,23.6387,289.925,0,0,0.02,0.03,292.267,292.98,293.716
Chitipa,July,2018,19.5925,288.897,0,0,0,0.02,289.925,292.267,292.98
Chitipa,August,2018,18.5788,291.486,0,0,0,0,288.897,289.925,292.267
Chitipa,September,2018,18.1827,294.248,0,0,0,0,291.486,288.897,289.925
Chitipa,October,2018,12.7734,294.921,0,0,0,0,294.248,291.486,288.897
Chitipa,November,2018,11.5809,295.783,0.01,0,0,0,294.921,294.248,291.486
Chitipa,December,2018,27.0461,294.403,0.02,0.01,0,0,295.783,294.921,294.248
Chitipa,January,2019,31.0728,294.529,0.02,0.02,0.01,0,294.403,295.783,294.921
Chitipa,February,2019,21.3288,294.489,0.02,0.02,0.02,0.01,294.529,294.403,295.783
Chitipa,March,2019,18.7014,294.524,0.02,0.02,0.02,0.02,294.489,294.529,294.403
Chitipa,April,2019,24.0399,294.001,0.01,0.02,0.02,0.02,294.524,294.489,294.529
Chitipa,May,2019,32.738,292.693,0,0.01,0.02,0.02,294.001,294.524,294.489
Chitipa,June,2019,14.8064,289.458,0,0,0.01,0.02,292.693,294.001,294.524
Chitipa,July,2019,10.2628,289.894,0,0,0,0.01,289.458,292.693,294.001
Chitipa,August,2019,6.0623,291.628,0,0,0,0,289.894,289.458,292.693
Chitipa,September,2019,4.8071,293.701,0,0,0,0,291.628,289.894,289.458
Chitipa,October,2019,4.9787,296.026,0,0,0,0,293.701,291.628,289.894
Chitipa,November,2019,3.6733,296.432,0.01,0,0,0,296.026,293.701,291.628
Chitipa,December,2019,7.2379,294.392,0.03,0.01,0,0,296.432,296.026,293.701
Chitipa,January,2020,13.7101,294.54,0.03,0.03,0.01,0,294.392,296.432,296.026
Chitipa,February,2020,19.634,294.46,0.03,0.03,0.03,0.01,294.54,294.392,296.432
Chitipa,March,2020,27.268,294.071,0.03,0.03,0.03,0.03,294.46,294.54,294.392
Chitipa,April,2020,36.7643,293.693,0.01,0.03,0.03,0.03,294.071,294.46,294.54
Chitipa,May,2020,26.9227,291.932,0,0.01,0.03,0.03,293.693,294.071,294.46
Chitipa,June,2020,39.013,290.161,0,0,0.01,0.03,291.932,293.693,294.071
Chitipa,July,2020,10.3144,288.822,0,0,0,0.01,290.161,291.932,293.693
Chitipa,August,2020,4.9702,291.645,0,0,0,0,288.822,290.161,291.932
Chitipa,September,2020,9.8416,293.479,0,0,0,0,291.645,288.822,290.161
Chitipa,October,2020,11.5271,296.036,0,0,0,0,293.479,291.645,288.822
Chitipa,November,2020,9.7594,296.37,0,0,0,0,296.036,293.479,291.645
Chitipa,December,2020,23.9094,294.36,0.02,0,0,0,296.37,296.036,293.479
Chitipa,January,2021,31.6911,293.745,0.03,0.02,0,0,294.36,296.37,296.036
Chitipa,February,2021,22.2088,294.232,0.02,0.03,0.02,0,293.745,294.36,296.37
Chitipa,March,2021,32.0144,293.801,0.02,0.02,0.03,0.02,294.232,293.745,294.36
Chitipa,April,2021,50.1547,293.045,0.01,0.02,0.02,0.03,293.801,294.232,293.745
Chitipa,May,2021,45.6944,291.028,0,0.01,0.02,0.02,293.045,293.801,294.232
Chitipa,June,2021,38.0989,289.972,0,0,0.01,0.02,291.028,293.045,293.801
Chitipa,July,2021,15.9223,288.841,0,0,0,0.01,289.972,291.028,293.045
Chitipa,August,2021,9.6681,291.439,0,0,0,0,288.841,289.972,291.028
Chitipa,September,2021,10.6297,293.772,0,0,0,0,291.439,288.841,289.972
Chitipa,October,2021,12.0034,295.779,0,0,0,0,293.772,291.439,288.841
Chitipa,November,2021,11.4903,297.436,0,0,0,0,295.779,293.772,291.439
Chitipa,December,2021,14.2699,296.884,0,0,0,0,297.436,295.779,293.772
Chitipa,January,2022,30.9455,293.818,0.02,0,0,0,296.884,297.436,295.779
Chitipa,February,2022,35.381,293.503,0.03,0.02,0,0,293.818,296.884,297.436
Chitipa,March,2022,25.846800000000002,294.075,0.02,0.03,0.02,0,293.503,293.818,296.884
Chitipa,April,2022,26.1764,293.659,0.01,0.02,0.03,0.02,294.075,293.503,293.818
Chitipa,May,2022,17.1783,291.922,0,0.01,0.02,0.03,293.659,294.075,293.503
Chitipa,June,2022,12.5005,289.258,0,0,0.01,0.02,291.922,293.659,294.075
Chitipa,July,2022,7.8744,289.486,0,0,0,0.01,289.258,291.922,293.659
Chitipa,August,2022,4.2648,291.266,0,0,0,0,289.486,289.258,291.922
Chitipa,September,2022,3.7009,293.009,0,0,0,0,291.266,289.486,289.258
Chitipa,October,2022,2.9147,295.58,0,0,0,0,293.009,291.266,289.486
Chitipa,November,2022,3.141,296.058,0,0,0,0,295.58,293.009,291.266
Chitipa,December,2022,6.0874,293.936,0.02,0,0,0,296.058,295.58,293.009
Chitipa,January,2023,28.0878,293.623,0.02,0.02,0,0,293.936,296.058,295.58
Chitipa,February,2023,22.1314,294.423,0.02,0.02,0.02,0,293.623,293.936,296.058
Chitipa,March,2023,9.321,293.893,0.03,0.02,0.02,0.02,294.423,293.623,293.936
Chitipa,April,2023,16.1438,293.28,0.02,0.03,0.02,0.02,293.893,294.423,293.623
Chitipa,May,2023,18.6419,292.382,0,0.02,0.03,0.02,293.28,293.893,294.423
Chitipa,June,2023,21.382,291.339,0,0,0.02,0.03,292.382,293.28,293.893
Chitipa,July,2023,16.6044,289.746,0,0,0,0.02,291.339,292.382,293.28
Chitipa,August,2023,12.9588,291.448,0,0,0,0,289.746,291.339,292.382
Chitipa,September,2023,8.6535,294.659,0,0,0,0,291.448,289.746,291.339
Chitipa,October,2023,10.5505,297.194,0,0,0,0,294.659,291.448,289.746
Chitipa,November,2023,11.8542,296.736,0.01,0,0,0,297.194,294.659,291.448
Chitipa,December,2023,13.8956,295.83,0.02,0.01,0,0,296.736,297.194,294.659
Chitipa,January,2024,45.4402,294.166,0.03,0.02,0.01,0,295.83,296.736,297.194
Chitipa,February,2024,24.6869,294.907,0.03,0.03,0.02,0.01,294.166,295.83,296.736
Chitipa,March,2024,34.4534,294.648,0.03,0.03,0.03,0.02,294.907,294.166,295.83
Chitipa,April,2024,46.4572,293.591,0.02,0.03,0.03,0.03,294.648,294.907,294.166
Chitipa,May,2024,44.9183,291.832,0,0.02,0.03,0.03,293.591,294.648,294.907
Chitipa,June,2024,24.6562,289.805,0,0,0.02,0.03,291.832,293.591,294.648
Chitipa,July,2024,19.8899,290.139,0,0,0,0.02,289.805,291.832,293.591
Chitipa,August,2024,13.1704,291.241,0,0,0,0,290.139,289.805,291.832
Chitipa,September,2024,12.9594,293.91,0,0,0,0,291.241,290.139,289.805
Chitipa,October,2024,16.4055,295.191,0,0,0,0,293.91,291.241,290.139
Chitipa,November,2024,21.0527,296.235,0.01,0,0,0,295.191,293.91,291.241
Chitipa,December,2024,33.966,295.66,0.01,0.01,0,0,296.235,295.191,293.91
Dedza,April,2018,39.2654,294.749,0.01,0.01,0.02,0.01,296.036,296.314,296.211
Dedza,May,2018,31.3432,294.074,0,0.01,0.01,0.02,294.749,296.036,296.314
Dedza,June,2018,19.7205,291.761,0,0,0.01,0.01,294.074,294.749,296.036
Dedza,July,2018,13.9608,290.838,0,0,0,0.01,291.761,294.074,294.749
Dedza,August,2018,11.7936,293.928,0,0,0,0,290.838,291.761,294.074
Dedza,September,2018,14.3096,296.597,0,0,0,0,293.928,290.838,291.761
Dedza,October,2018,18.5924,296.677,0,0,0,0,296.597,293.928,290.838
Dedza,November,2018,16.4768,297.431,0,0,0,0,296.677,296.597,293.928
Dedza,December,2018,17.8371,296.394,0.02,0,0,0,297.431,296.677,296.597
Dedza,January,2019,44.6116,296.068,0.02,0.02,0,0,296.394,297.431,296.677
Dedza,February,2019,37.736,296.252,0.02,0.02,0.02,0,296.068,296.394,297.431
Dedza,March,2019,38.8094,296.141,0.02,0.02,0.02,0.02,296.252,296.068,296.394
Dedza,April,2019,30.6182,295.619,0,0.02,0.02,0.02,296.141,296.252,296.068
Dedza,May,2019,25.8306,293.511,0,0,0.02,0.02,295.619,296.141,296.252
Dedza,June,2019,15.0351,291.103,0,0,0,0.02,293.511,295.619,296.141
Dedza,July,2019,9.6985,291.248,0,0,0,0,291.103,293.511,295.619
Dedza,August,2019,7.9514,293.609,0,0,0,0,291.248,291.103,293.511
Dedza,September,2019,8.8826,295.091,0,0,0,0,293.609,291.248,291.103
Dedza,October,2019,13.3162,298.297,0,0,0,0,295.091,293.609,291.248
Dedza,November,2019,13.1822,298.741,0.01,0,0,0,298.297,295.091,293.609
Dedza,December,2019,23.5967,296.921,0.02,0.01,0,0,298.741,298.297,295.091
Dedza,January,2020,51.2951,296.03,0.03,0.02,0.01,0,296.921,298.741,298.297
Dedza,February,2020,45.0804,296.406,0.01,0.03,0.02,0.01,296.03,296.921,298.741
Dedza,March,2020,52.5875,296.187,0,0.01,0.03,0.02,296.406,296.03,296.921
Dedza,April,2020,45.1402,296.195,0,0,0.01,0.03,296.187,296.406,296.03
Dedza,May,2020,27.4114,293.776,0,0,0,0.01,296.195,296.187,296.406
Dedza,June,2020,21.7198,291.846,0,0,0,0,293.776,296.195,296.187
Dedza,July,2020,11.728,290.748,0,0,0,0,291.846,293.776,296.195
Dedza,August,2020,9.3698,293.199,0,0,0,0,290.748,291.846,293.776
Dedza,September,2020,10.3345,295.501,0,0,0,0,293.199,290.748,291.846
Dedza,October,2020,14.614,298.159,0,0,0,0,295.501,293.199,290.748
Dedza,November,2020,17.6311,299.672,0,0,0,0,298.159,295.501,293.199
Dedza,December,2020,21.9406,297.256,0.01,0,0,0,299.672,298.159,295.501
Dedza,January,2021,48.1037,296.199,0.03,0.01,0,0,297.256,299.672,298.159
Dedza,February,2021,46.4164,296.458,0.02,0.03,0.01,0,296.199,297.256,299.672
Dedza,March,2021,50.9102,294.98,0.02,0.02,0.03,0.01,296.458,296.199,297.256
Dedza,April,2021,28.5911,294.247,0,0.02,0.02,0.03,294.98,296.458,296.199
Dedza,May,2021,21.9681,292.27,0,0,0.02,0.02,294.247,294.98,296.458
Dedza,June,2021,13.8355,291.119,0,0,0,0.02,292.27,294.247,294.98
Dedza,July,2021,8.4723,290.655,0,0,0,0,291.119,292.27,294.247
Dedza,August,2021,6.5848,292.902,0,0,0,0,290.655,291.119,292.27
Dedza,September,2021,8.4318,295.424,0,0,0,0,292.902,290.655,291.119
Dedza,October,2021,10.8479,297.552,0,0,0,0,295.424,292.902,290.655
Dedza,November,2021,14.4733,299.73,0,0,0,0,297.552,295.424,292.902
Dedza,December,2021,19.3967,299.607,0,0,0,0,299.73,297.552,295.424
Dedza,January,2022,32.4154,295.765,0.02,0,0,0,299.607,299.73,297.552
Dedza,February,2022,34.9207,295.657,0.03,0.02,0,0,295.765,299.607,299.73
Dedza,March,2022,33.8871,295.919,0.01,0.03,0.02,0,295.657,295.765,299.607
Dedza,April,2022,31.5282,295.382,0,0.01,0.03,0.02,295.919,295.657,295.765
Dedza,May,2022,29.2354,293.546,0,0,0.01,0.03,295.382,295.919,295.657
Dedza,June,2022,20.0619,290.561,0,0,0,0.01,293.546,295.382,295.919
Dedza,July,2022,10.676,291.003,0,0,0,0,290.561,293.546,295.382
Dedza,August,2022,8.4888,293.004,0,0,0,0,291.003,290.561,293.546
Dedza,September,2022,8.1036,294.936,0,0,0,0,293.004,291.003,290.561
Dedza,October,2022,10.9776,298.392,0,0,0,0,294.936,293.004,291.003
Dedza,November,2022,11.5158,298.346,0,0,0,0,298.392,294.936,293.004
Dedza,December,2022,13.4366,295.885,0.02,0,0,0,298.346,298.392,294.936
Dedza,January,2023,26.3616,295.525,0.03,0.02,0,0,295.885,298.346,298.392
Dedza,February,2023,41.137,295.909,0.03,0.03,0.02,0,295.525,295.885,298.346
Dedza,March,2023,32.7941,295.596,0.02,0.03,0.03,0.02,295.909,295.525,295.885
Dedza,April,2023,33.7046,294.817,0.01,0.02,0.03,0.03,295.596,295.909,295.525
Dedza,May,2023,23.6722,293.997,0,0.01,0.02,0.03,294.817,295.596,295.909
Dedza,June,2023,23.8144,293.111,0,0,0.01,0.02,293.997,294.817,295.596
Dedza,July,2023,23.4082,291.363,0,0,0,0.01,293.111,293.997,294.817
Dedza,August,2023,14.825,293.023,0,0,0,0,291.363,293.111,293.997
Dedza,September,2023,10.8911,296.75,0,0,0,0,293.023,291.363,293.111
Dedza,October,2023,16.3766,299.051,0,0,0,0,296.75,293.023,291.363
Dedza,November,2023,20.93,298.473,0.01,0,0,0,299.051,296.75,293.023
Dedza,December,2023,21.0507,298.673,0.01,0.01,0,0,298.473,299.051,296.75
Dedza,January,2024,43.6542,296.8,0.02,0.01,0.01,0,298.673,298.473,299.051
Dedza,February,2024,35.4321,297.215,0.01,0.02,0.01,0.01,296.8,298.673,298.473
Dedza,March,2024,44.4445,296.653,0.01,0.01,0.02,0.01,297.215,296.8,298.673
Dedza,April,2024,34.6873,295.682,0,0.01,0.01,0.02,296.653,297.215,296.8
Dedza,May,2024,38.227,293.642,0,0,0.01,0.01,295.682,296.653,297.215
Dedza,June,2024,21.7965,291.869,0,0,0,0.01,293.642,295.682,296.653
Dedza,July,2024,13.4953,292.78,0,0,0,0,291.869,293.642,295.682
Dedza,August,2024,9.9271,293.668,0,0,0,0,292.78,291.869,293.642
Dedza,September,2024,10.5707,296.003,0,0,0,0,293.668,292.78,291.869
Dedza,October,2024,13.9637,296.932,0,0,0,0,296.003,293.668,292.78
Dedza,November,2024,15.4524,298.299,0,0,0,0,296.932,296.003,293.668
Dedza,December,2024,25.3848,298.864,0.01,0,0,0,298.299,296.932,296.003
Dowa,April,2018,57.6053,293.58,0.01,0.01,0.01,0.01,294.745,295.147,294.95
Dowa,May,2018,68.6939,293.129,0,0.01,0.01,0.01,293.58,294.745,295.147
Dowa,June,2018,28.8188,290.693,0,0,0.01,0.01,293.129,293.58,294.745
Dowa,July,2018,25.9309,289.924,0,0,0,0.01,290.693,293.129,293.58
Dowa,August,2018,14.1151,292.925,0,0,0,0,289.924,290.693,293.129
Dowa,September,2018,15.7648,295.678,0,0,0,0,292.925,289.924,290.693
Dowa,October,2018,21.8292,296.069,0,0,0,0,295.678,292.925,289.924
Dowa,November,2018,15.4853,296.908,0,0,0,0,296.069,295.678,292.925
Dowa,December,2018,19.7474,295.291,0.02,0,0,0,296.908,296.069,295.678
Dowa,January,2019,32.6299,294.962,0.02,0.02,0,0,295.291,296.908,296.069
Dowa,February,2019,28.5486,295.076,0.02,0.02,0.02,0,294.962,295.291,296.908
Dowa,March,2019,36.163,295.058,0.01,0.02,0.02,0.02,295.076,294.962,295.291
Dowa,April,2019,40.1485,294.433,0,0.01,0.02,0.02,295.058,295.076,294.962
Dowa,May,2019,39.4429,292.603,0,0,0.01,0.02,294.433,295.058,295.076
Dowa,June,2019,22.6567,290.044,0,0,0,0.01,292.603,294.433,295.058
Dowa,July,2019,13.684,290.352,0,0,0,0,290.044,292.603,294.433
Dowa,August,2019,8.4624,292.816,0,0,0,0,290.352,290.044,292.603
Dowa,September,2019,8.5909,294.56,0,0,0,0,292.816,290.352,290.044
Dowa,October,2019,12.8372,297.646,0,0,0,0,294.56,292.816,290.352
Dowa,November,2019,13.4572,297.761,0.01,0,0,0,297.646,294.56,292.816
Dowa,December,2019,30.6025,295.89,0.02,0.01,0,0,297.761,297.646,294.56
Dowa,January,2020,68.5522,294.997,0.02,0.02,0.01,0,295.89,297.761,297.646
Dowa,February,2020,46.5116,295.311,0.01,0.02,0.02,0.01,294.997,295.89,297.761
Dowa,March,2020,72.1427,294.889,0.01,0.01,0.02,0.02,295.311,294.997,295.89
Dowa,April,2020,68.6921,294.804,0,0.01,0.01,0.02,294.889,295.311,294.997
Dowa,May,2020,66.199,292.841,0,0,0.01,0.01,294.804,294.889,295.311
Dowa,June,2020,38.2687,291.022,0,0,0,0.01,292.841,294.804,294.889
Dowa,July,2020,20.3134,289.791,0,0,0,0,291.022,292.841,294.804
Dowa,August,2020,13.6135,292.436,0,0,0,0,289.791,291.022,292.841
Dowa,September,2020,17.1598,294.65,0,0,0,0,292.436,289.791,291.022
Dowa,October,2020,27.0195,297.427,0,0,0,0,294.65,292.436,289.791
Dowa,November,2020,35.5828,298.456,0,0,0,0,297.427,294.65,292.436
Dowa,December,2020,49.578,296.039,0.01,0,0,0,298.456,297.427,294.65
Dowa,January,2021,89.846,294.791,0.02,0.01,0,0,296.039,298.456,297.427
Dowa,February,2021,70.2257,295.109,0.02,0.02,0.01,0,294.791,296.039,298.456
Dowa,March,2021,84.696,293.744,0.02,0.02,0.02,0.01,295.109,294.791,296.039
Dowa,April,2021,60.7523,293.051,0,0.02,0.02,0.02,293.744,295.109,294.791
Dowa,May,2021,50.2716,291.074,0,0,0.02,0.02,293.051,293.744,295.109
Dowa,June,2021,35.5178,289.954,0,0,0,0.02,291.074,293.051,293.744
Dowa,July,2021,18.0245,289.514,0,0,0,0,289.954,291.074,293.051
Dowa,August,2021,9.4818,292.158,0,0,0,0,289.514,289.954,291.074
Dowa,September,2021,15.2706,294.66,0,0,0,0,292.158,289.514,289.954
Dowa,October,2021,21.5416,296.923,0,0,0,0,294.66,292.158,289.514
Dowa,November,2021,25.5838,298.971,0,0,0,0,296.923,294.66,292.158
Dowa,December,2021,33.2771,298.523,0,0,0,0,298.971,296.923,294.66
Dowa,January,2022,29.3454,294.635,0.02,0,0,0,298.523,298.971,296.923
Dowa,February,2022,25.0038,294.394,0.02,0.02,0,0,294.635,298.523,298.971
Dowa,March,2022,13.0296,294.849,0.01,0.02,0.02,0,294.394,294.635,298.523
Dowa,April,2022,12.6879,294.193,0,0.01,0.02,0.02,294.849,294.394,294.635
Dowa,May,2022,11.8051,292.417,0,0,0.01,0.02,294.193,294.849,294.394
Dowa,June,2022,8.9725,289.586,0,0,0,0.01,292.417,294.193,294.849
Dowa,July,2022,5.5463,289.968,0,0,0,0,289.586,292.417,294.193
Dowa,August,2022,5.4145,292.182,0,0,0,0,289.968,289.586,292.417
Dowa,September,2022,4.7941,294.058,0,0,0,0,292.182,289.968,289.586
Dowa,October,2022,6.948,297.427,0,0,0,0,294.058,292.182,289.968
Dowa,November,2022,7.2874,297.421,0,0,0,0,297.427,294.058,292.182
Dowa,December,2022,9.5521,294.787,0.02,0,0,0,297.421,297.427,294.058
Dowa,January,2023,28.3129,294.442,0.02,0.02,0,0,294.787,297.421,297.427
Dowa,February,2023,19.1065,294.865,0.02,0.02,0.02,0,294.442,294.787,297.421
Dowa,March,2023,11.5205,294.536,0.02,0.02,0.02,0.02,294.865,294.442,294.787
Dowa,April,2023,14.3179,293.74,0,0.02,0.02,0.02,294.536,294.865,294.442
Dowa,May,2023,10.2117,292.796,0,0,0.02,0.02,293.74,294.536,294.865
Dowa,June,2023,13.2888,291.781,0,0,0,0.02,292.796,293.74,294.536
Dowa,July,2023,11.8799,290.361,0,0,0,0,291.781,292.796,293.74
Dowa,August,2023,8.4479,292.377,0,0,0,0,290.361,291.781,292.796
Dowa,September,2023,7.5723,296.035,0,0,0,0,292.377,290.361,291.781
Dowa,October,2023,13.2882,298.371,0,0,0,0,296.035,292.377,290.361
Dowa,November,2023,20.5757,297.896,0,0,0,0,298.371,296.035,292.377
Dowa,December,2023,19.6376,297.688,0.01,0,0,0,297.896,298.371,296.035
Dowa,January,2024,53.0834,295.604,0.02,0.01,0,0,297.688,297.896,298.371
Dowa,February,2024,28.4174,295.887,0.02,0.02,0.01,0,295.604,297.688,297.896
Dowa,March,2024,31.8261,295.547,0.01,0.02,0.02,0.01,295.887,295.604,297.688
Dowa,April,2024,42.9949,294.417,0,0.01,0.02,0.02,295.547,295.887,295.604
Dowa,May,2024,47.9188,292.385,0,0,0.01,0.02,294.417,295.547,295.887
Dowa,June,2024,26.6626,290.502,0,0,0,0.01,292.385,294.417,295.547
Dowa,July,2024,16.1815,291.502,0,0,0,0,290.502,292.385,294.417
Dowa,August,2024,16.1704,292.663,0,0,0,0,291.502,290.502,292.385
Dowa,September,2024,21.6411,295.265,0,0,0,0,292.663,291.502,290.502
Dowa,October,2024,29.8417,296.378,0,0,0,0,295.265,292.663,291.502
Dowa,November,2024,34.4705,297.626,0,0,0,0,296.378,295.265,292.663
Dowa,December,2024,46.1951,298.015,0,0,0,0,297.626,296.378,295.265
Karonga,April,2018,49.3305,294.775,0.02,0.03,0.02,0.03,295.718,296.476,295.504
Karonga,May,2018,40.7878,294.163,0,0.02,0.03,0.02,294.775,295.718,296.476
Karonga,June,2018,36.8374,291.918,0,0,0.02,0.03,294.163,294.775,295.718
Karonga,July,2018,38.6068,290.867,0,0,0,0.02,291.918,294.163,294.775
Karonga,August,2018,48.1344,293.122,0,0,0,0,290.867,291.918,294.163
Karonga,September,2018,41.4791,295.528,0,0,0,0,293.122,290.867,291.918
Karonga,October,2018,37.8771,296.096,0,0,0,0,295.528,293.122,290.867
Karonga,November,2018,27.3482,297.123,0.01,0,0,0,296.096,295.528,293.122
Karonga,December,2018,19.8946,296.14,0.02,0.01,0,0,297.123,296.096,295.528
Karonga,January,2019,5.5779,296.533,0.02,0.02,0.01,0,296.14,297.123,296.096
Karonga,February,2019,15.8587,296.307,0.02,0.02,0.02,0.01,296.533,296.14,297.123
Karonga,March,2019,13.3731,296.507,0.02,0.02,0.02,0.02,296.307,296.533,296.14
Karonga,April,2019,10.7962,295.698,0.02,0.02,0.02,0.02,296.507,296.307,296.533
Karonga,May,2019,10.1815,294.286,0.01,0.02,0.02,0.02,295.698,296.507,296.307
Karonga,June,2019,8.3615,291.326,0,0.01,0.02,0.02,294.286,295.698,296.507
Karonga,July,2019,7.0167,291.632,0,0,0.01,0.02,291.326,294.286,295.698
Karonga,August,2019,8.0958,293.172,0,0,0,0.01,291.632,291.326,294.286
Karonga,September,2019,7.3603,294.991,0,0,0,0,293.172,291.632,291.326
Karonga,October,2019,6.9174,297.154,0,0,0,0,294.991,293.172,291.632
Karonga,November,2019,5.4759,297.871,0.01,0,0,0,297.154,294.991,293.172
Karonga,December,2019,8.077,296.239,0.03,0.01,0,0,297.871,297.154,294.991
Karonga,January,2020,23.0053,296.675,0.03,0.03,0.01,0,296.239,297.871,297.154
Karonga,February,2020,20.2282,296.231,0.03,0.03,0.03,0.01,296.675,296.239,297.871
Karonga,March,2020,20.1283,295.686,0.03,0.03,0.03,0.03,296.231,296.675,296.239
Karonga,April,2020,18.2892,295.441,0.01,0.03,0.03,0.03,295.686,296.231,296.675
Karonga,May,2020,20.0705,293.839,0,0.01,0.03,0.03,295.441,295.686,296.231
Karonga,June,2020,21.8887,292.039,0,0,0.01,0.03,293.839,295.441,295.686
Karonga,July,2020,22.3852,290.764,0,0,0,0.01,292.039,293.839,295.441
Karonga,August,2020,21.6154,292.965,0,0,0,0,290.764,292.039,293.839
Karonga,September,2020,25.0652,294.854,0,0,0,0,292.965,290.764,292.039
Karonga,October,2020,20.3254,297.246,0,0,0,0,294.854,292.965,290.764
Karonga,November,2020,17.388,297.812,0.01,0,0,0,297.246,294.854,292.965
Karonga,December,2020,14.4348,296.289,0.03,0.01,0,0,297.812,297.246,294.854
Karonga,January,2021,43.6777,295.903,0.02,0.03,0.01,0,296.289,297.812,297.246
Karonga,February,2021,28.2731,296.367,0.02,0.02,0.03,0.01,295.903,296.289,297.812
Karonga,March,2021,38.5462,295.663,0.02,0.02,0.02,0.03,296.367,295.903,296.289
Karonga,April,2021,29.109,294.734,0.02,0.02,0.02,0.02,295.663,296.367,295.903
Karonga,May,2021,32.4297,292.991,0,0.02,0.02,0.02,294.734,295.663,296.367
Karonga,June,2021,35.6963,291.789,0,0,0.02,0.02,292.991,294.734,295.663
Karonga,July,2021,32.5917,290.796,0,0,0,0.02,291.789,292.991,294.734
Karonga,August,2021,33.4611,292.85,0,0,0,0,290.796,291.789,292.991
Karonga,September,2021,36.3496,295.026,0,0,0,0,292.85,290.796,291.789
Karonga,October,2021,31.4034,296.964,0,0,0,0,295.026,292.85,290.796
Karonga,November,2021,21.0402,298.713,0,0,0,0,296.964,295.026,292.85
Karonga,December,2021,21.8067,298.204,0.01,0,0,0,298.713,296.964,295.026
Karonga,January,2022,27.7036,295.772,0.03,0.01,0,0,298.204,298.713,296.964
Karonga,February,2022,29.8617,295.543,0.03,0.03,0.01,0,295.772,298.204,298.713
Karonga,March,2022,20.1084,295.83,0.02,0.03,0.03,0.01,295.543,295.772,298.204
Karonga,April,2022,14.6866,295.369,0.02,0.02,0.03,0.03,295.83,295.543,295.772
Karonga,May,2022,13.2915,293.841,0,0.02,0.02,0.03,295.369,295.83,295.543
Karonga,June,2022,13.6768,291.173,0,0,0.02,0.02,293.841,295.369,295.83
Karonga,July,2022,13.2184,291.143,0,0,0,0.02,291.173,293.841,295.369
Karonga,August,2022,13.9613,292.7,0,0,0,0,291.143,291.173,293.841
Karonga,September,2022,10.7656,294.295,0,0,0,0,292.7,291.143,291.173
Karonga,October,2022,10.7908,296.737,0,0,0,0,294.295,292.7,291.143
Karonga,November,2022,8.9172,297.546,0.01,0,0,0,296.737,294.295,292.7
Karonga,December,2022,8.27,295.872,0.03,0.01,0,0,297.546,296.737,294.295
Karonga,January,2023,22.4262,295.614,0.03,0.03,0.01,0,295.872,297.546,296.737
Karonga,February,2023,36.0521,296.547,0.02,0.03,0.03,0.01,295.614,295.872,297.546
Karonga,March,2023,31.5693,295.841,0.04,0.02,0.03,0.03,296.547,295.614,295.872
Karonga,April,2023,30.2329,294.976,0.02,0.04,0.02,0.03,295.841,296.547,295.614
Karonga,May,2023,35.1965,294.226,0,0.02,0.04,0.02,294.976,295.841,296.547
Karonga,June,2023,42.8108,293.297,0,0,0.02,0.04,294.226,294.976,295.841
Karonga,July,2023,41.6765,291.576,0,0,0,0.02,293.297,294.226,294.976
Karonga,August,2023,37.1568,292.852,0,0,0,0,291.576,293.297,294.226
Karonga,September,2023,46.4305,295.818,0,0,0,0,292.852,291.576,293.297
Karonga,October,2023,46.3689,298.314,0,0,0,0,295.818,292.852,291.576
Karonga,November,2023,34.474,297.98,0.01,0,0,0,298.314,295.818,292.852
Karonga,December,2023,21.2279,297.444,0.02,0.01,0,0,297.98,298.314,295.818
Karonga,January,2024,52.7819,296.126,0.04,0.02,0.01,0,297.444,297.98,298.314
Karonga,February,2024,62.3448,296.658,0.03,0.04,0.02,0.01,296.126,297.444,297.98
Karonga,March,2024,39.6643,296.33,0.03,0.03,0.04,0.02,296.658,296.126,297.444
Karonga,April,2024,48.2033,295.439,0.02,0.03,0.03,0.04,296.33,296.658,296.126
Karonga,May,2024,42.3352,293.699,0.01,0.02,0.03,0.03,295.439,296.33,296.658
Karonga,June,2024,34.2526,291.973,0,0.01,0.02,0.03,293.699,295.439,296.33
Karonga,July,2024,46.7617,292.175,0,0,0.01,0.02,291.973,293.699,295.439
Karonga,August,2024,47.3364,293.116,0,0,0,0.01,292.175,291.973,293.699
