District,Incidence_Month,Year,Incidence_per_1k,Temperature,Precipitation,lag1_rainfall,lag2_rainfall,lag3_rainfall,lag1_temperature,lag2_temperature,lag3_temperature
Karonga,September,2024,47.7614,295.199,0,0,0,0,293.116,292.175,291.973
Karonga,October,2024,35.1026,296.456,0,0,0,0,295.199,293.116,292.175
Karonga,November,2024,30.227,297.589,0.01,0,0,0,296.456,295.199,293.116
Karonga,December,2024,25.8609,297.423,0.01,0.01,0,0,297.589,296.456,295.199
Kasungu,April,2018,71.8998,293.96,0,0.01,0.01,0.01,294.838,295.448,294.942
Kasungu,May,2018,71.1151,293.659,0,0,0.01,0.01,293.96,294.838,295.448
Kasungu,June,2018,41.7582,291.268,0,0,0,0.01,293.659,293.96,294.838
Kasungu,July,2018,23.2522,290.433,0,0,0,0,291.268,293.659,293.96
Kasungu,August,2018,16.4601,293.249,0,0,0,0,290.433,291.268,293.659
Kasungu,September,2018,16.3024,296.081,0,0,0,0,293.249,290.433,291.268
Kasungu,October,2018,19.8206,296.6,0,0,0,0,296.081,293.249,290.433
Kasungu,November,2018,15.4537,297.551,0,0,0,0,296.6,296.081,293.249
Kasungu,December,2018,14.9985,295.592,0.02,0,0,0,297.551,296.6,296.081
Kasungu,January,2019,44.8185,295.122,0.02,0.02,0,0,295.592,297.551,296.6
Kasungu,February,2019,47.9959,295.272,0.02,0.02,0.02,0,295.122,295.592,297.551
Kasungu,March,2019,63.6784,295.252,0.01,0.02,0.02,0.02,295.272,295.122,295.592
Kasungu,April,2019,68.9587,294.754,0,0.01,0.02,0.02,295.252,295.272,295.122
Kasungu,May,2019,62.6038,293.192,0,0,0.01,0.02,294.754,295.252,295.272
Kasungu,June,2019,37.913,290.472,0,0,0,0.01,293.192,294.754,295.252
Kasungu,July,2019,24.0569,290.971,0,0,0,0,290.472,293.192,294.754
Kasungu,August,2019,15.1793,293.273,0,0,0,0,290.971,290.472,293.192
Kasungu,September,2019,15.0359,295.305,0,0,0,0,293.273,290.971,290.472
Kasungu,October,2019,21.6788,298.238,0,0,0,0,295.305,293.273,290.971
Kasungu,November,2019,23.2519,298.223,0.01,0,0,0,298.238,295.305,293.273
Kasungu,December,2019,27.0782,296.066,0.02,0.01,0,0,298.223,298.238,295.305
Kasungu,January,2020,77.4731,295.184,0.02,0.02,0.01,0,296.066,298.223,298.238
Kasungu,February,2020,68.3078,295.436,0.02,0.02,0.02,0.01,295.184,296.066,298.223
Kasungu,March,2020,90.3939,295.065,0.01,0.02,0.02,0.02,295.436,295.184,296.066
Kasungu,April,2020,77.9699,295.074,0,0.01,0.02,0.02,295.065,295.436,295.184
Kasungu,May,2020,65.0615,293.244,0,0,0.01,0.02,295.074,295.065,295.436
Kasungu,June,2020,49.0468,291.493,0,0,0,0.01,293.244,295.074,295.065
Kasungu,July,2020,26.4977,290.164,0,0,0,0,291.493,293.244,295.074
Kasungu,August,2020,18.0664,292.995,0,0,0,0,290.164,291.493,293.244
Kasungu,September,2020,20.9954,295.158,0,0,0,0,292.995,290.164,291.493
Kasungu,October,2020,28.5256,297.761,0,0,0,0,295.158,292.995,290.164
Kasungu,November,2020,33.757,298.74,0,0,0,0,297.761,295.158,292.995
Kasungu,December,2020,31.3756,295.991,0.01,0,0,0,298.74,297.761,295.158
Kasungu,January,2021,63.6634,294.768,0.02,0.01,0,0,295.991,298.74,297.761
Kasungu,February,2021,62.7537,295.082,0.02,0.02,0.01,0,294.768,295.991,298.74
Kasungu,March,2021,83.8955,293.933,0.02,0.02,0.02,0.01,295.082,294.768,295.991
Kasungu,April,2021,65.1453,293.326,0,0.02,0.02,0.02,293.933,295.082,294.768
Kasungu,May,2021,49.9126,291.37,0,0,0.02,0.02,293.326,293.933,295.082
Kasungu,June,2021,40.6979,290.332,0,0,0,0.02,291.37,293.326,293.933
Kasungu,July,2021,23.8344,289.875,0,0,0,0,290.332,291.37,293.326
Kasungu,August,2021,13.6042,292.709,0,0,0,0,289.875,290.332,291.37
Kasungu,September,2021,14.8799,295.042,0,0,0,0,292.709,289.875,290.332
Kasungu,October,2021,18.4602,297.433,0,0,0,0,295.042,292.709,289.875
Kasungu,November,2021,20.4989,299.365,0,0,0,0,297.433,295.042,292.709
Kasungu,December,2021,19.9465,298.932,0,0,0,0,299.365,297.433,295.042
Kasungu,January,2022,29.2373,294.908,0.02,0,0,0,298.932,299.365,297.433
Kasungu,February,2022,37.6867,294.379,0.02,0.02,0,0,294.908,298.932,299.365
Kasungu,March,2022,22.4434,295.034,0.01,0.02,0.02,0,294.379,294.908,298.932
Kasungu,April,2022,18.1244,294.431,0,0.01,0.02,0.02,295.034,294.379,294.908
Kasungu,May,2022,13.239,292.785,0,0,0.01,0.02,294.431,295.034,294.379
Kasungu,June,2022,8.9017,290.102,0,0,0,0.01,292.785,294.431,295.034
Kasungu,July,2022,4.8338,290.423,0,0,0,0,290.102,292.785,294.431
Kasungu,August,2022,3.467,292.657,0,0,0,0,290.423,290.102,292.785
Kasungu,September,2022,3.3668,294.47,0,0,0,0,292.657,290.423,290.102
Kasungu,October,2022,4.6959,297.578,0,0,0,0,294.47,292.657,290.423
Kasungu,November,2022,8.1887,297.887,0,0,0,0,297.578,294.47,292.657
Kasungu,December,2022,8.8457,295.229,0.02,0,0,0,297.887,297.578,294.47
Kasungu,January,2023,34.461,294.629,0.02,0.02,0,0,295.229,297.887,297.578
Kasungu,February,2023,30.5556,295.127,0.02,0.02,0.02,0,294.629,295.229,297.887
Kasungu,March,2023,23.8436,294.732,0.01,0.02,0.02,0.02,295.127,294.629,295.229
Kasungu,April,2023,29.1444,294.015,0,0.01,0.02,0.02,294.732,295.127,294.629
Kasungu,May,2023,25.1107,293.037,0,0,0.01,0.02,294.015,294.732,295.127
Kasungu,June,2023,33.2602,292.187,0,0,0,0.01,293.037,294.015,294.732
Kasungu,July,2023,33.0519,290.861,0,0,0,0,292.187,293.037,294.015
Kasungu,August,2023,21.0232,292.8,0,0,0,0,290.861,292.187,293.037
Kasungu,September,2023,12.7421,296.373,0,0,0,0,292.8,290.861,292.187
Kasungu,October,2023,19.713,298.814,0,0,0,0,296.373,292.8,290.861
Kasungu,November,2023,25.821,298.451,0,0,0,0,298.814,296.373,292.8
Kasungu,December,2023,25.1233,298.075,0.01,0,0,0,298.451,298.814,296.373
Kasungu,January,2024,71.8524,295.607,0.02,0.01,0,0,298.075,298.451,298.814
Kasungu,February,2024,72.0715,296.019,0.02,0.02,0.01,0,295.607,298.075,298.451
Kasungu,March,2024,82.879,295.771,0.01,0.02,0.02,0.01,296.019,295.607,298.075
Kasungu,April,2024,65.3948,294.598,0,0.01,0.02,0.02,295.771,296.019,295.607
Kasungu,May,2024,105.0846,292.638,0,0,0.01,0.02,294.598,295.771,296.019
Kasungu,June,2024,61.6743,290.709,0,0,0,0.01,292.638,294.598,295.771
Kasungu,July,2024,37.1945,291.49,0,0,0,0,290.709,292.638,294.598
Kasungu,August,2024,29.1487,292.842,0,0,0,0,291.49,290.709,292.638
Kasungu,September,2024,30.4056,295.573,0,0,0,0,292.842,291.49,290.709
Kasungu,October,2024,35.739,296.93,0,0,0,0,295.573,292.842,291.49
Kasungu,November,2024,37.2078,298.11,0,0,0,0,296.93,295.573,292.842
Kasungu,December,2024,41.7676,298.576,0,0,0,0,298.11,296.93,295.573
Likoma,April,2018,144.8456,297.925,0.02,0.03,0.02,0.03,298.557,299.379,298.316
Likoma,May,2018,124.4487,297.744,0,0.02,0.03,0.02,297.925,298.557,299.379
Likoma,June,2018,84.9642,295.677,0,0,0.02,0.03,297.744,297.925,298.557
Likoma,July,2018,40.3115,294.484,0,0,0,0.02,295.677,297.744,297.925
Likoma,August,2018,35.419,296.794,0,0,0,0,294.484,295.677,297.744
Likoma,September,2018,49.4074,298.664,0,0,0,0,296.794,294.484,295.677
Likoma,October,2018,40.1047,299.183,0,0,0,0,298.664,296.794,294.484
Likoma,November,2018,37.4862,299.996,0.01,0,0,0,299.183,298.664,296.794
Likoma,December,2018,28.6659,298.617,0.04,0.01,0,0,299.996,299.183,298.664
Likoma,January,2019,47.5579,299.152,0.03,0.04,0.01,0,298.617,299.996,299.183
Likoma,February,2019,39.5866,299.003,0.03,0.03,0.04,0.01,299.152,298.617,299.996
Likoma,March,2019,26.2109,299.204,0.02,0.03,0.03,0.04,299.003,299.152,298.617
Likoma,April,2019,33.8445,298.827,0.01,0.02,0.03,0.03,299.204,299.003,299.152
Likoma,May,2019,37.56,297.499,0,0.01,0.02,0.03,298.827,299.204,299.003
Likoma,June,2019,25.6029,295.003,0,0,0.01,0.02,297.499,298.827,299.204
Likoma,July,2019,19.4555,295.013,0,0,0,0.01,295.003,297.499,298.827
Likoma,August,2019,26.7513,296.515,0,0,0,0,295.013,295.003,297.499
Likoma,September,2019,33.1014,298.074,0,0,0,0,296.515,295.013,295.003
Likoma,October,2019,30.0615,300.096,0,0,0,0,298.074,296.515,295.013
Likoma,November,2019,21.4821,300.645,0.02,0,0,0,300.096,298.074,296.515
Likoma,December,2019,16.8209,298.823,0.04,0.02,0,0,300.645,300.096,298.074
Likoma,January,2020,50.3445,299.14,0.03,0.04,0.02,0,298.823,300.645,300.096
Likoma,February,2020,43.6539,298.863,0.04,0.03,0.04,0.02,299.14,298.823,300.645
Likoma,March,2020,58.2273,298.664,0.02,0.04,0.03,0.04,298.863,299.14,298.823
Likoma,April,2020,54.0541,299.172,0,0.02,0.04,0.03,298.664,298.863,299.14
Likoma,May,2020,36.036,297.401,0,0,0.02,0.04,299.172,298.664,298.863
Likoma,June,2020,29.4118,295.514,0,0,0,0.02,297.401,299.172,298.664
Likoma,July,2020,23.1187,294.264,0,0,0,0,295.514,297.401,299.172
Likoma,August,2020,18.6142,295.833,0,0,0,0,294.264,295.514,297.401
Likoma,September,2020,32.5252,297.917,0,0,0,0,295.833,294.264,295.514
Likoma,October,2020,38.0233,300.426,0,0,0,0,297.917,295.833,294.264
Likoma,November,2020,24.3111,301.136,0,0,0,0,300.426,297.917,295.833
Likoma,December,2020,5.6306,299.131,0.03,0,0,0,301.136,300.426,297.917
Likoma,January,2021,18.2574,298.664,0.04,0.03,0,0,299.131,301.136,300.426
Likoma,February,2021,22.6756,299.068,0.03,0.04,0.03,0,298.664,299.131,301.136
Likoma,March,2021,36.5148,298.019,0.04,0.03,0.04,0.03,299.068,298.664,299.131
Likoma,April,2021,84.0751,297.781,0.01,0.04,0.03,0.04,298.019,299.068,298.664
Likoma,May,2021,97.9793,296.28,0,0.01,0.04,0.03,297.781,298.019,299.068
Likoma,June,2021,65.3629,294.924,0,0,0.01,0.04,296.28,297.781,298.019
Likoma,July,2021,46.5207,294.281,0,0,0,0.01,294.924,296.28,297.781
Likoma,August,2021,35.5403,295.835,0,0,0,0,294.281,294.924,296.28
Likoma,September,2021,43.272,298.119,0,0,0,0,295.835,294.281,294.924
Likoma,October,2021,39.2437,299.977,0,0,0,0,298.119,295.835,294.281
Likoma,November,2021,30.6023,301.787,0,0,0,0,299.977,298.119,295.835
Likoma,December,2021,27.4186,301.286,0.01,0,0,0,301.787,299.977,298.119
Likoma,January,2022,21.8597,298.548,0.03,0.01,0,0,301.286,301.787,299.977
Likoma,February,2022,31.2281,297.783,0.04,0.03,0.01,0,298.548,301.286,301.787
Likoma,March,2022,25.2374,298.47,0.02,0.04,0.03,0.01,297.783,298.548,301.286
Likoma,April,2022,29.2524,298.32,0.02,0.02,0.04,0.03,298.47,297.783,298.548
Likoma,May,2022,37.9198,297.32,0,0.02,0.02,0.04,298.32,298.47,297.783
Likoma,June,2022,31.6742,294.612,0,0,0.02,0.02,297.32,298.32,298.47
Likoma,July,2022,17.9084,294.443,0,0,0,0.02,294.612,297.32,298.32
Likoma,August,2022,15.6778,296.127,0,0,0,0,294.443,294.612,297.32
Likoma,September,2022,19.183,297.501,0,0,0,0,296.127,294.443,294.612
Likoma,October,2022,13.957,299.958,0,0,0,0,297.501,296.127,294.443
Likoma,November,2022,16.57,300.831,0,0,0,0,299.958,297.501,296.127
Likoma,December,2022,9.6234,298.813,0.04,0,0,0,300.831,299.958,297.501
Likoma,January,2023,20.694,298.402,0.03,0.04,0,0,298.813,300.831,299.958
Likoma,February,2023,17.3804,299.346,0.02,0.03,0.04,0,298.402,298.813,300.831
Likoma,March,2023,19.5061,298.37,0.05,0.02,0.03,0.04,299.346,298.402,298.813
Likoma,April,2023,18.8184,297.885,0.02,0.05,0.02,0.03,298.37,299.346,298.402
Likoma,May,2023,38.4495,297.832,0,0.02,0.05,0.02,297.885,298.37,299.346
Likoma,June,2023,24.9453,297.237,0,0,0.02,0.05,297.832,297.885,298.37
Likoma,July,2023,19.131,295.083,0,0,0,0.02,297.237,297.832,297.885
Likoma,August,2023,22.6321,296.091,0,0,0,0,295.083,297.237,297.832
Likoma,September,2023,44.6389,299.036,0,0,0,0,296.091,295.083,297.237
Likoma,October,2023,27.2585,301.246,0,0,0,0,299.036,296.091,295.083
Likoma,November,2023,12.3163,300.83,0.01,0,0,0,301.246,299.036,296.091
Likoma,December,2023,8.8778,300.12,0.02,0.01,0,0,300.83,301.246,299.036
Likoma,January,2024,18.8934,298.551,0.05,0.02,0.01,0,300.12,300.83,301.246
Likoma,February,2024,7.177,299.263,0.04,0.05,0.02,0.01,298.551,300.12,300.83
Likoma,March,2024,16.5624,299.164,0.03,0.04,0.05,0.02,299.263,298.551,300.12
Likoma,April,2024,27.5426,298.857,0.01,0.03,0.04,0.05,299.164,299.263,298.551
Likoma,May,2024,39.9338,297.304,0,0.01,0.03,0.04,298.857,299.164,299.263
Likoma,June,2024,31.8366,295.538,0,0,0.01,0.03,297.304,298.857,299.164
Likoma,July,2024,39.9338,296.023,0,0,0,0.01,295.538,297.304,298.857
Likoma,August,2024,51.3434,296.91,0,0,0,0,296.023,295.538,297.304
Likoma,September,2024,57.0482,298.363,0,0,0,0,296.91,296.023,295.538
Likoma,October,2024,31.1005,299.527,0,0,0,0,298.363,296.91,296.023
Likoma,November,2024,15.2129,300.937,0.01,0,0,0,299.527,298.363,296.91
Likoma,December,2024,9.6307,300.854,0.01,0.01,0,0,300.937,299.527,298.363
Lilongwe,April,2018,50.5499,293.392,0.01,0.01,0.02,0.01,294.596,295.067,295.026
Lilongwe,May,2018,42.224,292.853,0,0.01,0.01,0.02,293.392,294.596,295.067
Lilongwe,June,2018,15.3477,290.442,0,0,0.01,0.01,292.853,293.392,294.596
Lilongwe,July,2018,16.5065,289.708,0,0,0,0.01,290.442,292.853,293.392
Lilongwe,August,2018,10.8002,292.917,0,0,0,0,289.708,290.442,292.853
Lilongwe,September,2018,10.5007,295.949,0,0,0,0,292.917,289.708,290.442
Lilongwe,October,2018,13.1702,296.121,0,0,0,0,295.949,292.917,289.708
Lilongwe,November,2018,13.3335,296.885,0,0,0,0,296.121,295.949,292.917
Lilongwe,December,2018,11.8467,295.318,0.02,0,0,0,296.885,296.121,295.949
Lilongwe,January,2019,10.6307,294.836,0.02,0.02,0,0,295.318,296.885,296.121
Lilongwe,February,2019,30.1978,295.03,0.02,0.02,0.02,0,294.836,295.318,296.885
Lilongwe,March,2019,26.6541,294.833,0.02,0.02,0.02,0.02,295.03,294.836,295.318
Lilongwe,April,2019,26.1461,294.176,0,0.02,0.02,0.02,294.833,295.03,294.836
Lilongwe,May,2019,21.7246,292.202,0,0,0.02,0.02,294.176,294.833,295.03
Lilongwe,June,2019,13.7072,289.684,0,0,0,0.02,292.202,294.176,294.833
Lilongwe,July,2019,8.8622,289.971,0,0,0,0,289.684,292.202,294.176
Lilongwe,August,2019,6.16,292.668,0,0,0,0,289.971,289.684,292.202
Lilongwe,September,2019,6.2015,294.412,0,0,0,0,292.668,289.971,289.684
Lilongwe,October,2019,9.9067,297.72,0,0,0,0,294.412,292.668,289.971
Lilongwe,November,2019,11.9376,297.785,0.01,0,0,0,297.72,294.412,292.668
Lilongwe,December,2019,12.3933,295.854,0.02,0.01,0,0,297.785,297.72,294.412
Lilongwe,January,2020,48.5416,294.86,0.03,0.02,0.01,0,295.854,297.785,297.72
Lilongwe,February,2020,39.2469,295.246,0.01,0.03,0.02,0.01,294.86,295.854,297.785
Lilongwe,March,2020,52.8522,294.755,0.01,0.01,0.03,0.02,295.246,294.86,295.854
Lilongwe,April,2020,30.3644,294.67,0,0.01,0.01,0.03,294.755,295.246,294.86
Lilongwe,May,2020,27.0272,292.535,0,0,0.01,0.01,294.67,294.755,295.246
Lilongwe,June,2020,19.4068,290.644,0,0,0,0.01,292.535,294.67,294.755
Lilongwe,July,2020,12.0296,289.477,0,0,0,0,290.644,292.535,294.67
Lilongwe,August,2020,7.702,292.249,0,0,0,0,289.477,290.644,292.535
Lilongwe,September,2020,10.0226,294.656,0,0,0,0,292.249,289.477,290.644
Lilongwe,October,2020,16.2222,297.227,0,0,0,0,294.656,292.249,289.477
Lilongwe,November,2020,21.5833,298.684,0,0,0,0,297.227,294.656,292.249
Lilongwe,December,2020,17.0447,296.061,0.01,0,0,0,298.684,297.227,294.656
Lilongwe,January,2021,42.7511,294.881,0.02,0.01,0,0,296.061,298.684,297.227
Lilongwe,February,2021,48.9371,295.09,0.02,0.02,0.01,0,294.881,296.061,298.684
Lilongwe,March,2021,53.0045,293.673,0.02,0.02,0.02,0.01,295.09,294.881,296.061
Lilongwe,April,2021,36.4174,292.943,0,0.02,0.02,0.02,293.673,295.09,294.881
Lilongwe,May,2021,27.4446,290.834,0,0,0.02,0.02,292.943,293.673,295.09
Lilongwe,June,2021,22.7253,289.87,0,0,0,0.02,290.834,292.943,293.673
Lilongwe,July,2021,12.1505,289.323,0,0,0,0,289.87,290.834,292.943
Lilongwe,August,2021,6.8861,292.016,0,0,0,0,289.323,289.87,290.834
Lilongwe,September,2021,8.8233,294.743,0,0,0,0,292.016,289.323,289.87
Lilongwe,October,2021,12.8882,296.976,0,0,0,0,294.743,292.016,289.323
Lilongwe,November,2021,14.5033,298.842,0,0,0,0,296.976,294.743,292.016
Lilongwe,December,2021,15.9359,298.752,0,0,0,0,298.842,296.976,294.743
Lilongwe,January,2022,25.0538,294.627,0.02,0,0,0,298.752,298.842,296.976
Lilongwe,February,2022,27.0442,294.418,0.02,0.02,0,0,294.627,298.752,298.842
Lilongwe,March,2022,15.482,294.699,0.01,0.02,0.02,0,294.418,294.627,298.752
Lilongwe,April,2022,12.1249,294.102,0,0.01,0.02,0.02,294.699,294.418,294.627
Lilongwe,May,2022,9.7469,292.317,0,0,0.01,0.02,294.102,294.699,294.418
Lilongwe,June,2022,8.9011,289.395,0,0,0,0.01,292.317,294.102,294.699
Lilongwe,July,2022,4.9384,289.92,0,0,0,0,289.395,292.317,294.102
Lilongwe,August,2022,4.2351,292.13,0,0,0,0,289.92,289.395,292.317
Lilongwe,September,2022,4.181,294.214,0,0,0,0,292.13,289.92,289.395
Lilongwe,October,2022,5.0679,297.576,0,0,0,0,294.214,292.13,289.92
Lilongwe,November,2022,4.9435,297.233,0,0,0,0,297.576,294.214,292.13
Lilongwe,December,2022,7.2167,294.719,0.02,0,0,0,297.233,297.576,294.214
Lilongwe,January,2023,16.1415,294.386,0.02,0.02,0,0,294.719,297.233,297.576
Lilongwe,February,2023,13.6752,294.808,0.02,0.02,0.02,0,294.386,294.719,297.233
Lilongwe,March,2023,17.0545,294.488,0.02,0.02,0.02,0.02,294.808,294.386,294.719
Lilongwe,April,2023,12.2533,293.589,0,0.02,0.02,0.02,294.488,294.808,294.386
Lilongwe,May,2023,12.742,292.683,0,0,0.02,0.02,293.589,294.488,294.808
Lilongwe,June,2023,12.8032,291.637,0,0,0,0.02,292.683,293.589,294.488
Lilongwe,July,2023,8.4005,290.236,0,0,0,0,291.637,292.683,293.589
Lilongwe,August,2023,6.8132,292.287,0,0,0,0,290.236,291.637,292.683
Lilongwe,September,2023,9.7372,296.216,0,0,0,0,292.287,290.236,291.637
Lilongwe,October,2023,13.2368,298.271,0,0,0,0,296.216,292.287,290.236
Lilongwe,November,2023,15.0212,297.735,0.01,0,0,0,298.271,296.216,292.287
Lilongwe,December,2023,17.8196,297.788,0.01,0.01,0,0,297.735,298.271,296.216
Lilongwe,January,2024,40.7313,295.585,0.02,0.01,0.01,0,297.788,297.735,298.271
Lilongwe,February,2024,40.9069,295.967,0.01,0.02,0.01,0.01,295.585,297.788,297.735
Lilongwe,March,2024,34.8457,295.395,0.01,0.01,0.02,0.01,295.967,295.585,297.788
Lilongwe,April,2024,49.5771,294.282,0,0.01,0.01,0.02,295.395,295.967,295.585
Lilongwe,May,2024,44.2959,292.212,0,0,0.01,0.01,294.282,295.395,295.967
Lilongwe,June,2024,28.9181,290.404,0,0,0,0.01,292.212,294.282,295.395
Lilongwe,July,2024,19.5718,291.276,0,0,0,0,290.404,292.212,294.282
Lilongwe,August,2024,12.6792,292.622,0,0,0,0,291.276,290.404,292.212
Lilongwe,September,2024,13.9387,295.389,0,0,0,0,292.622,291.276,290.404
Lilongwe,October,2024,19.0548,296.44,0,0,0,0,295.389,292.622,291.276
Lilongwe,November,2024,20.9438,297.366,0,0,0,0,296.44,295.389,292.622
Lilongwe,December,2024,31.877,298.073,0,0,0,0,297.366,296.44,295.389
Machinga,April,2018,41.9681,296.059,0.01,0.01,0.02,0.01,297.807,297.79,297.65
Machinga,May,2018,38.3834,295.093,0,0.01,0.01,0.02,296.059,297.807,297.79
Machinga,June,2018,8.9672,292.808,0,0,0.01,0.01,295.093,296.059,297.807
Machinga,July,2018,21.5845,291.879,0,0,0,0.01,292.808,295.093,296.059
Machinga,August,2018,20.8048,295.239,0,0,0,0,291.879,292.808,295.093
Machinga,September,2018,20.5949,298.128,0,0,0,0,295.239,291.879,292.808
Machinga,October,2018,16.5018,297.799,0,0,0,0,298.128,295.239,291.879
Machinga,November,2018,12.7209,298.431,0.01,0,0,0,297.799,298.128,295.239
Machinga,December,2018,11.3415,297.841,0.02,0.01,0,0,298.431,297.799,298.128
Machinga,January,2019,14.0777,297.275,0.02,0.02,0.01,0,297.841,298.431,297.799
Machinga,February,2019,12.5055,297.531,0.01,0.02,0.02,0.01,297.275,297.841,298.431
Machinga,March,2019,13.7964,297.151,0.03,0.01,0.02,0.02,297.531,297.275,297.841
Machinga,April,2019,14.927,296.884,0,0.03,0.01,0.02,297.151,297.531,297.275
Machinga,May,2019,17.0802,294.387,0,0,0.03,0.01,296.884,297.151,297.531
Machinga,June,2019,8.5881,292.176,0,0,0,0.03,294.387,296.884,297.151
Machinga,July,2019,9.2861,292.187,0,0,0,0,292.176,294.387,296.884
Machinga,August,2019,9.666,294.816,0,0,0,0,292.187,292.176,294.387
Machinga,September,2019,13.3955,296.182,0,0,0,0,294.816,292.187,292.176
Machinga,October,2019,16.5123,299.962,0,0,0,0,296.182,294.816,292.187
Machinga,November,2019,11.8141,300.611,0.01,0,0,0,299.962,296.182,294.816
Machinga,December,2019,13.3284,298.332,0.02,0.01,0,0,300.611,299.962,296.182
Machinga,January,2020,38.178,297.123,0.03,0.02,0.01,0,298.332,300.611,299.962
Machinga,February,2020,28.4121,297.802,0.02,0.03,0.02,0.01,297.123,298.332,300.611
Machinga,March,2020,31.0863,297.422,0,0.02,0.03,0.02,297.802,297.123,298.332
Machinga,April,2020,24.1533,297.461,0,0,0.02,0.03,297.422,297.802,297.123
Machinga,May,2020,25.9916,294.526,0,0,0,0.02,297.461,297.422,297.802
Machinga,June,2020,22.8327,292.758,0,0,0,0,294.526,297.461,297.422
Machinga,July,2020,20.9234,291.822,0,0,0,0,292.758,294.526,297.461
Machinga,August,2020,18.5688,294.52,0,0,0,0,291.822,292.758,294.526
Machinga,September,2020,19.9161,296.9,0,0,0,0,294.52,291.822,292.758
Machinga,October,2020,17.7315,299.416,0,0,0,0,296.9,294.52,291.822
Machinga,November,2020,14.6183,301.624,0,0,0,0,299.416,296.9,294.52
Machinga,December,2020,8.2067,299.001,0.01,0,0,0,301.624,299.416,296.9
Machinga,January,2021,35.6958,297.83,0.02,0.01,0,0,299.001,301.624,299.416
Machinga,February,2021,35.4325,298.131,0.02,0.02,0.01,0,297.83,299.001,301.624
Machinga,March,2021,38.4715,296.346,0.02,0.02,0.02,0.01,298.131,297.83,299.001
Machinga,April,2021,29.6471,295.233,0,0.02,0.02,0.02,296.346,298.131,297.83
Machinga,May,2021,31.4747,293.12,0,0,0.02,0.02,295.233,296.346,298.131
Machinga,June,2021,29.1902,291.965,0,0,0,0.02,293.12,295.233,296.346
Machinga,July,2021,26.7514,291.728,0,0,0,0,291.965,293.12,295.233
Machinga,August,2021,22.017,293.858,0,0,0,0,291.728,291.965,293.12
Machinga,September,2021,24.6898,296.465,0,0,0,0,293.858,291.728,291.965
Machinga,October,2021,22.48,298.673,0,0,0,0,296.465,293.858,291.728
Machinga,November,2021,18.265,301.065,0,0,0,0,298.673,296.465,293.858
Machinga,December,2021,15.199,301.413,0,0,0,0,301.065,298.673,296.465
Machinga,January,2022,17.6481,297.017,0.03,0,0,0,301.413,301.065,298.673
Machinga,February,2022,31.5853,297.206,0.02,0.03,0,0,297.017,301.413,301.065
Machinga,March,2022,29.3193,296.931,0.01,0.02,0.03,0,297.206,297.017,301.413
Machinga,April,2022,28.1466,296.39,0,0.01,0.02,0.03,296.931,297.206,297.017
Machinga,May,2022,47.5851,294.17,0,0,0.01,0.02,296.39,296.931,297.206
Machinga,June,2022,47.2407,291.572,0,0,0,0.01,294.17,296.39,296.931
Machinga,July,2022,29.7098,292.164,0,0,0,0,291.572,294.17,296.39
Machinga,August,2022,31.0256,294.17,0,0,0,0,292.164,291.572,294.17
Machinga,September,2022,28.6388,295.946,0,0,0,0,294.17,292.164,291.572
Machinga,October,2022,26.1917,299.561,0,0,0,0,295.946,294.17,292.164
Machinga,November,2022,20.8005,299.816,0,0,0,0,299.561,295.946,294.17
Machinga,December,2022,13.4236,297.302,0.02,0,0,0,299.816,299.561,295.946
Machinga,January,2023,46.8892,296.849,0.02,0.02,0,0,297.302,299.816,299.561
Machinga,February,2023,40.5164,297.277,0.02,0.02,0.02,0,296.849,297.302,299.816
Machinga,March,2023,44.1975,296.635,0.03,0.02,0.02,0.02,297.277,296.849,297.302
Machinga,April,2023,35.2793,295.717,0.01,0.03,0.02,0.02,296.635,297.277,296.849
Machinga,May,2023,41.9506,294.682,0,0.01,0.03,0.02,295.717,296.635,297.277
Machinga,June,2023,38.3651,293.848,0,0,0.01,0.03,294.682,295.717,296.635
Machinga,July,2023,45.0867,292.434,0,0,0,0.01,293.848,294.682,295.717
Machinga,August,2023,41.8094,293.924,0,0,0,0,292.434,293.848,294.682
Machinga,September,2023,58.9075,297.842,0,0,0,0,293.924,292.434,293.848
Machinga,October,2023,51.5774,300.404,0,0,0,0,297.842,293.924,292.434
Machinga,November,2023,34.2442,299.76,0,0,0,0,300.404,297.842,293.924
Machinga,December,2023,30.0548,300.696,0.01,0,0,0,299.76,300.404,297.842
Machinga,January,2024,33.464,298.194,0.02,0.01,0,0,300.696,299.76,300.404
Machinga,February,2024,37.8948,298.667,0.02,0.02,0.01,0,298.194,300.696,299.76
Machinga,March,2024,38.7099,297.933,0.01,0.02,0.02,0.01,298.667,298.194,300.696
Machinga,April,2024,57.4361,296.877,0,0.01,0.02,0.02,297.933,298.667,298.194
Machinga,May,2024,53.0065,294.763,0,0,0.01,0.02,296.877,297.933,298.667
Machinga,June,2024,33.0559,292.883,0,0,0,0.01,294.763,296.877,297.933
Machinga,July,2024,32.8911,293.927,0,0,0,0,292.883,294.763,296.877
Machinga,August,2024,30.2156,294.805,0,0,0,0,293.927,292.883,294.763
Machinga,September,2024,27.3001,297.002,0,0,0,0,294.805,293.927,292.883
Machinga,October,2024,23.0928,297.792,0,0,0,0,297.002,294.805,293.927
Machinga,November,2024,21.3187,299.602,0,0,0,0,297.792,297.002,294.805
