"","District","Month","Year","Cases"
"662","Ntchisi-DHO","November",2016,7521
"663","Phalombe-DHO","November",2016,4207
"664","Rumphi-DHO","November",2016,1504
"665","Salima-DHO","November",2016,7735
"666","Thyolo-DHO","November",2016,7684
"667","Zomba-DHO","November",2016,14445
"668","Balaka-DHO","December",2016,578
"669","Blantyre-DHO","December",2016,14899
"670","Chikwawa-DHO","December",2016,1162
"671","Chiradzulu-DHO","December",2016,2654
"672","Dedza-DHO","December",2016,21987
"673","Dowa-DHO","December",2016,13535
"674","Karonga-DHO","December",2016,4626
"675","Kasungu-DHO","December",2016,9510
"676","Likoma-DHO","December",2016,305
"677","Lilongwe-DHO","December",2016,20346
"678","Machinga-DHO","December",2016,7121
"679","Mangochi-DHO","December",2016,4956
"680","Mchinji-DHO","December",2016,2745
"681","Mulanje-DHO","December",2016,9967
"682","Mwanza-DHO","December",2016,3870
"683","Mzimba-North-DHO","December",2016,2215
"684","Mzimba-South-DHO","December",2016,3681
"685","Neno-DHO","December",2016,6242
"686","Nkhata-Bay-DHO","December",2016,12169
"687","Nkhotakota-DHO","December",2016,11366
"688","Nsanje-DHO","December",2016,1715
"689","Ntcheu-DHO","December",2016,18347
"690","Ntchisi-DHO","December",2016,14864
"691","Phalombe-DHO","December",2016,5272
"692","Rumphi-DHO","December",2016,1012
"693","Salima-DHO","December",2016,5925
"694","Thyolo-DHO","December",2016,6410
"695","Zomba-DHO","December",2016,23035
"696","Balaka-DHO","January",2017,30768.981264637
"697","Blantyre-DHO","January",2017,41699.4192037471
"698","Chikwawa-DHO","January",2017,21213.6323185012
"699","Chiradzulu-DHO","January",2017,15070.6978922717
"700","Chitipa-DHO","January",2017,6781.11241217799
"701","Dedza-DHO","January",2017,54372.2740046838
"702","Dowa-DHO","January",2017,41879.6487119438
"703","Karonga-DHO","January",2017,15446.6744730679
"704","Kasungu-DHO","January",2017,28480.3583138173
"705","Likoma-DHO","January",2017,520.658079625293
"706","Lilongwe-DHO","January",2017,90566.62529274
"707","Machinga-DHO","January",2017,21609.7470725995
"708","Mangochi-DHO","January",2017,34796.0796252927
"709","Mchinji-DHO","January",2017,16453.5854800937
"710","Mulanje-DHO","January",2017,45078.793911007
"711","Mwanza-DHO","January",2017,4806.45199063232
"712","Mzimba-North-DHO","January",2017,15031.2529274005
"713","Mzimba-South-DHO","January",2017,14550.0093676815
"714","Neno-DHO","January",2017,22803.5784543326
"715","Nkhata-Bay-DHO","January",2017,31242.2880562061
"716","Nkhotakota-DHO","January",2017,37062.850117096
"717","Nsanje-DHO","January",2017,3139.77283372365
"718","Ntcheu-DHO","January",2017,45744.0725995316
"719","Ntchisi-DHO","January",2017,29023.8571428571
"720","Phalombe-DHO","January",2017,17024.018735363
"721","Rumphi-DHO","January",2017,6322.96487119438
"722","Salima-DHO","January",2017,27139.5737704918
"723","Thyolo-DHO","January",2017,25493.093676815
"724","Zomba-DHO","January",2017,45713.5128805621
"725","Balaka-DHO","February",2017,23491.2459016393
"726","Blantyre-DHO","February",2017,45967.2857142857
"727","Chikwawa-DHO","February",2017,26510.3629976581
"728","Chiradzulu-DHO","February",2017,13423.5761124122
"729","Chitipa-DHO","February",2017,7367.5831381733
"730","Dedza-DHO","February",2017,38899.2786885246
"731","Dowa-DHO","February",2017,30208.6978922717
"732","Karonga-DHO","February",2017,18790.8430913349
"733","Kasungu-DHO","February",2017,26618.281030445
"734","Likoma-DHO","February",2017,635.096018735363
"735","Lilongwe-DHO","February",2017,97067.0281030445
"736","Machinga-DHO","February",2017,24202.1334894614
"737","Mangochi-DHO","February",2017,38318.9718969555
"738","Mchinji-DHO","February",2017,22097.4871194379
"739","Mulanje-DHO","February",2017,18000.7868852459
"740","Mwanza-DHO","February",2017,10978.8711943794
"741","Mzimba-North-DHO","February",2017,13714.1100702576
"742","Mzimba-South-DHO","February",2017,12897.0140515222
"743","Neno-DHO","February",2017,11739.5409836066
"744","Nkhata-Bay-DHO","February",2017,27443.0866510539
"745","Nkhotakota-DHO","February",2017,36566.6557377049
"746","Nsanje-DHO","February",2017,3948.41451990632
"747","Ntcheu-DHO","February",2017,34670.3138173302
"748","Ntchisi-DHO","February",2017,26342.2950819672
"749","Phalombe-DHO","February",2017,11968.8852459016
"750","Rumphi-DHO","February",2017,1223
"751","Salima-DHO","February",2017,28818.9953161592
"752","Thyolo-DHO","February",2017,14527.775175644
"753","Zomba-DHO","February",2017,6728.15222482436
"754","Balaka-DHO","March",2017,30489.4894613583
"755","Blantyre-DHO","March",2017,55318.0889929742
"756","Chikwawa-DHO","March",2017,22080.6393442623
"757","Chiradzulu-DHO","March",2017,18953.0351288056
"758","Chitipa-DHO","March",2017,5194.15222482436
"759","Dedza-DHO","March",2017,39573.962529274
"760","Dowa-DHO","March",2017,32293.925058548
"761","Karonga-DHO","March",2017,16753.700234192
"762","Kasungu-DHO","March",2017,32886.7283372365
"763","Likoma-DHO","March",2017,878.80093676815
"764","Lilongwe-DHO","March",2017,126712.756440281
"765","Machinga-DHO","March",2017,26676.4379391101
"766","Mangochi-DHO","March",2017,41027.9180327869
"767","Mchinji-DHO","March",2017,29772.8665105386
"768","Mulanje-DHO","March",2017,20904.2646370023
"769","Mwanza-DHO","March",2017,4816.84074941452
"770","Mzimba-North-DHO","March",2017,14834.7658079625
"771","Mzimba-South-DHO","March",2017,19358.3208430913
"772","Neno-DHO","March",2017,14482.5456674473
"773","Nkhata-Bay-DHO","March",2017,27450.018735363
"774","Nkhotakota-DHO","March",2017,31606.2295081967
"775","Nsanje-DHO","March",2017,2871.78454332553
"776","Ntcheu-DHO","March",2017,52866.0983606557
"777","Ntchisi-DHO","March",2017,27086.8477751756
"778","Phalombe-DHO","March",2017,13132.644028103
"779","Rumphi-DHO","March",2017,2013.62529274005
"780","Salima-DHO","March",2017,32697.4613583138
"781","Thyolo-DHO","March",2017,18685.3676814988
"782","Zomba-DHO","March",2017,42764.355971897
"783","Balaka-DHO","April",2017,1287
"784","Blantyre-DHO","April",2017,3999.17798594848
"785","Chikwawa-DHO","April",2017,12444.0421545667
"786","Chiradzulu-DHO","April",2017,1118.80796252927
"787","Chitipa-DHO","April",2017,10510.3466042155
"788","Dedza-DHO","April",2017,7277.86885245902
"789","Dowa-DHO","April",2017,6170.75175644028
"790","Karonga-DHO","April",2017,6509.96721311475
"791","Kasungu-DHO","April",2017,17561.5339578454
"792","Likoma-DHO","April",2017,1215.06323185012
"793","Lilongwe-DHO","April",2017,40604.7213114754
"794","Machinga-DHO","April",2017,19803.2295081967
"795","Mangochi-DHO","April",2017,26220.1592505855
"796","Mchinji-DHO","April",2017,6499.63700234192
"797","Mulanje-DHO","April",2017,7209.66978922717
"798","Mwanza-DHO","April",2017,9197.00702576112
"799","Mzimba-North-DHO","April",2017,11225.7306791569
"800","Mzimba-South-DHO","April",2017,8456.25761124122
"801","Neno-DHO","April",2017,5121.72365339578
"802","Nkhata-Bay-DHO","April",2017,12819.7236533958
"803","Nkhotakota-DHO","April",2017,35116.7681498829
"804","Nsanje-DHO","April",2017,2927.52224824356
"805","Ntcheu-DHO","April",2017,19385.6978922717
"806","Ntchisi-DHO","April",2017,10517.9203747073
"807","Phalombe-DHO","April",2017,1914
"808","Rumphi-DHO","April",2017,3571.82903981265
"809","Salima-DHO","April",2017,2209
"810","Thyolo-DHO","April",2017,14457.4332552693
"811","Zomba-DHO","April",2017,15122.737704918
"812","Balaka-DHO","May",2017,20456.0234192037
"813","Blantyre-DHO","May",2017,44705.9086651054
"814","Chikwawa-DHO","May",2017,20226.2950819672
"815","Chiradzulu-DHO","May",2017,18586.6744730679
"816","Chitipa-DHO","May",2017,12898.7868852459
"817","Dedza-DHO","May",2017,29009.1147540984
"818","Dowa-DHO","May",2017,37135.5901639344
"819","Karonga-DHO","May",2017,19761.9953161592
"820","Kasungu-DHO","May",2017,52086.7283372365
"821","Likoma-DHO","May",2017,1508.4355971897
"822","Lilongwe-DHO","May",2017,94916.4590163934
"823","Machinga-DHO","May",2017,17873.318501171
"824","Mangochi-DHO","May",2017,49049.2177985949
"825","Mchinji-DHO","May",2017,23918.1850117096
"826","Mulanje-DHO","May",2017,30970.8829039813
"827","Mwanza-DHO","May",2017,12004.1288056206
"828","Mzimba-North-DHO","May",2017,25206.6510538642
"829","Mzimba-South-DHO","May",2017,25429.9976580796
"830","Neno-DHO","May",2017,12990.3278688525
"831","Nkhata-Bay-DHO","May",2017,27309.4145199063
"832","Nkhotakota-DHO","May",2017,44594.7142857143
"833","Nsanje-DHO","May",2017,2235.35128805621
"834","Ntcheu-DHO","May",2017,51245.1007025761
"835","Ntchisi-DHO","May",2017,24952.3606557377
"836","Phalombe-DHO","May",2017,18740.4543325527
"837","Rumphi-DHO","May",2017,3951.2224824356
"838","Salima-DHO","May",2017,30248.7096018735
"839","Thyolo-DHO","May",2017,5481.33957845433
"840","Zomba-DHO","May",2017,42446.9508196721
"841","Balaka-DHO","June",2017,14651.1194379391
"842","Blantyre-DHO","June",2017,27176.7283372365
"843","Chikwawa-DHO","June",2017,18604.2365339578
"844","Chiradzulu-DHO","June",2017,8109.60889929742
"845","Chitipa-DHO","June",2017,2612.47306791569
"846","Dedza-DHO","June",2017,20660.2107728337
"847","Dowa-DHO","June",2017,26679.4004683841
"848","Karonga-DHO","June",2017,12280.3864168618
"849","Kasungu-DHO","June",2017,22556.168618267
"850","Likoma-DHO","June",2017,805.911007025761
"851","Lilongwe-DHO","June",2017,73983.5433255269
"852","Machinga-DHO","June",2017,15432.8220140515
"853","Mangochi-DHO","June",2017,32949.6768149883
"854","Mchinji-DHO","June",2017,19203.9367681499
"855","Mulanje-DHO","June",2017,23455.4637002342
"856","Mwanza-DHO","June",2017,6583.52224824356
"857","Mzimba-North-DHO","June",2017,14782.8805620609
"858","Mzimba-South-DHO","June",2017,14065.6018735363
"859","Neno-DHO","June",2017,9709.83138173302
"860","Nkhata-Bay-DHO","June",2017,18452.2669789227
"861","Nkhotakota-DHO","June",2017,25345.6932084309
"862","Nsanje-DHO","June",2017,2349.10772833724
"863","Ntcheu-DHO","June",2017,28118.5526932084
"864","Ntchisi-DHO","June",2017,15470.6791569087
"865","Phalombe-DHO","June",2017,11515.1053864169
"866","Rumphi-DHO","June",2017,4311.13114754098
"867","Salima-DHO","June",2017,19969.1428571429
"868","Thyolo-DHO","June",2017,2874.3606557377
"869","Zomba-DHO","June",2017,23151.8711943794
"870","Balaka-DHO","July",2017,6652.69789227166
"871","Blantyre-DHO","July",2017,18373.9742388759
"872","Chikwawa-DHO","July",2017,13990.4004683841
"873","Chiradzulu-DHO","July",2017,4213.73067915691
"874","Chitipa-DHO","July",2017,5629.96721311475
"875","Dedza-DHO","July",2017,14091.3864168618
"876","Dowa-DHO","July",2017,16147.1288056206
"877","Karonga-DHO","July",2017,14536.9906323185
"878","Kasungu-DHO","July",2017,23309.4285714286
"879","Likoma-DHO","July",2017,347.03981264637
"880","Lilongwe-DHO","July",2017,44104.2669789227
"881","Machinga-DHO","July",2017,20895.7962529274
"882","Mangochi-DHO","July",2017,31164.9344262295
"883","Mchinji-DHO","July",2017,18634.8173302108
"884","Mulanje-DHO","July",2017,16398.3653395785
"885","Mwanza-DHO","July",2017,6234.61592505855
"886","Mzimba-North-DHO","July",2017,6872.51053864169
"887","Mzimba-South-DHO","July",2017,11756.9297423888
"888","Neno-DHO","July",2017,6972.13817330211
"889","Nkhata-Bay-DHO","July",2017,20200.8641686183
"890","Nkhotakota-DHO","July",2017,29861.6908665105
"891","Nsanje-DHO","July",2017,2534.36299765808
"892","Ntcheu-DHO","July",2017,14673.2529274005
"893","Ntchisi-DHO","July",2017,11482.1826697892
"894","Phalombe-DHO","July",2017,5058.40515222482
"895","Rumphi-DHO","July",2017,5366.90163934426
"896","Salima-DHO","July",2017,28545.8571428571
"897","Thyolo-DHO","July",2017,6776.61358313817
"898","Zomba-DHO","July",2017,16920.7283372365
"899","Balaka-DHO","August",2017,5749.54566744731
"900","Blantyre-DHO","August",2017,12823.1592505855
"901","Chikwawa-DHO","August",2017,11623.8899297424
"902","Chiradzulu-DHO","August",2017,4464.31850117096
"903","Chitipa-DHO","August",2017,3775.82669789227
"904","Dedza-DHO","August",2017,9900.91334894613
"905","Dowa-DHO","August",2017,11236.8992974239
"906","Karonga-DHO","August",2017,12083.0398126464
"907","Kasungu-DHO","August",2017,15657.1381733021
"908","Likoma-DHO","August",2017,542.932084309134
"909","Lilongwe-DHO","August",2017,26561.7611241218
"910","Machinga-DHO","August",2017,20999.3887587822
"911","Mangochi-DHO","August",2017,23537.5245901639
"912","Mchinji-DHO","August",2017,10069.4824355972
"913","Mulanje-DHO","August",2017,20365.7962529274
"914","Mwanza-DHO","August",2017,5598.72131147541
"915","Mzimba-North-DHO","August",2017,3647.43793911007
"916","Mzimba-South-DHO","August",2017,6902.53395784543
"917","Neno-DHO","August",2017,4897.72365339578
"918","Nkhata-Bay-DHO","August",2017,18720.6416861827
"919","Nkhotakota-DHO","August",2017,28400.1288056206
"920","Nsanje-DHO","August",2017,3164.91100702576
"921","Ntcheu-DHO","August",2017,14528.2365339578
"922","Ntchisi-DHO","August",2017,9114.70960187354
"923","Phalombe-DHO","August",2017,4632.55971896955
"924","Rumphi-DHO","August",2017,3027.04215456675
"925","Salima-DHO","August",2017,20498.5854800937
"926","Thyolo-DHO","August",2017,6032.6299765808
"927","Zomba-DHO","August",2017,12103.5667447307
"928","Balaka-DHO","September",2017,7226.93911007026
"929","Blantyre-DHO","September",2017,12017.0281030445
"930","Chikwawa-DHO","September",2017,10149.3325526932
"931","Chiradzulu-DHO","September",2017,1581.42388758782
"932","Chitipa-DHO","September",2017,1757.80796252927
"933","Dedza-DHO","September",2017,9260.43793911007
"934","Dowa-DHO","September",2017,10324.6580796253
"935","Karonga-DHO","September",2017,12114.037470726
"936","Kasungu-DHO","September",2017,12133.131147541
"937","Likoma-DHO","September",2017,481.503512880562
"938","Lilongwe-DHO","September",2017,31156.0093676815
"939","Machinga-DHO","September",2017,11047.5152224824
"940","Mangochi-DHO","September",2017,19693.793911007
"941","Mchinji-DHO","September",2017,12567.8360655738
"942","Mulanje-DHO","September",2017,12350.9461358314
"943","Mwanza-DHO","September",2017,4805.98360655738
"944","Mzimba-North-DHO","September",2017,4049.70257611241
"945","Mzimba-South-DHO","September",2017,5388.85714285714
"946","Neno-DHO","September",2017,5898.60421545667
"947","Nkhata-Bay-DHO","September",2017,18465.6580796253
"948","Nkhotakota-DHO","September",2017,30641.5128805621
"949","Nsanje-DHO","September",2017,3818.94847775176
"950","Ntcheu-DHO","September",2017,12569.9695550351
"951","Ntchisi-DHO","September",2017,10461.1030444965
"952","Phalombe-DHO","September",2017,3033.12880562061
"953","Rumphi-DHO","September",2017,3055.03278688525
"954","Salima-DHO","September",2017,20369.4964871194
"955","Thyolo-DHO","September",2017,6501.28571428571
"956","Zomba-DHO","September",2017,13187.1733021077
"957","Balaka-DHO","October",2017,4610.12412177986
"958","Blantyre-DHO","October",2017,14214.6323185012
"959","Chikwawa-DHO","October",2017,6792.24355971897
"960","Chiradzulu-DHO","October",2017,1733.70023419204
"961","Chitipa-DHO","October",2017,1757.29508196721
"962","Dedza-DHO","October",2017,15018.3653395785
"963","Dowa-DHO","October",2017,11911.81264637
"964","Karonga-DHO","October",2017,12059.1943793911
"965","Kasungu-DHO","October",2017,12265.8618266979
"966","Likoma-DHO","October",2017,447.255269320843
"967","Lilongwe-DHO","October",2017,39131.9110070258
"968","Machinga-DHO","October",2017,12297.1170960187
"969","Mangochi-DHO","October",2017,20038.3278688525
"970","Mchinji-DHO","October",2017,11030.1943793911
"971","Mulanje-DHO","October",2017,19901.718969555
"972","Mwanza-DHO","October",2017,4125.54332552693
"973","Mzimba-North-DHO","October",2017,3545.71662763466
"974","Mzimba-South-DHO","October",2017,4481.39344262295
"975","Neno-DHO","October",2017,6627.45199063232
"976","Nkhata-Bay-DHO","October",2017,23566.4028103044
"977","Nkhotakota-DHO","October",2017,29348.3091334895
"978","Nsanje-DHO","October",2017,1934.7962529274
"979","Ntcheu-DHO","October",2017,13560.0819672131
"980","Ntchisi-DHO","October",2017,15454.9906323185
"981","Phalombe-DHO","October",2017,3825.08430913349
"982","Rumphi-DHO","October",2017,3445.60421545667
"983","Salima-DHO","October",2017,22343.4262295082
"984","Thyolo-DHO","October",2017,8257.48477751756
"985","Zomba-DHO","October",2017,17342.7166276347
"986","Balaka-DHO","November",2017,4142.11007025761
"987","Blantyre-DHO","November",2017,11434.5035128806
"988","Chikwawa-DHO","November",2017,4172.33021077283
"989","Chiradzulu-DHO","November",2017,2234.11709601874
"990","Chitipa-DHO","November",2017,2753.46370023419
"991","Dedza-DHO","November",2017,12365.1405152225
"992","Dowa-DHO","November",2017,9779.94613583138
"993","Karonga-DHO","November",2017,7987.7587822014
"994","Kasungu-DHO","November",2017,11998.3536299766
"995","Likoma-DHO","November",2017,350.381733021077
"996","Lilongwe-DHO","November",2017,39891.7728337236
"997","Machinga-DHO","November",2017,4416.70023419204
"998","Mangochi-DHO","November",2017,16032.3911007026
"999","Mchinji-DHO","November",2017,1408.68852459016
"1000","Mulanje-DHO","November",2017,21992.7915690867
"1001","Mwanza-DHO","November",2017,3423.962529274
"1002","Mzimba-North-DHO","November",2017,4064.58782201405
"1003","Mzimba-South-DHO","November",2017,4700.32084309133
"1004","Neno-DHO","November",2017,4540.85714285714
"1005","Nkhata-Bay-DHO","November",2017,20836.831381733
"1006","Nkhotakota-DHO","November",2017,20866.4192037471
"1007","Nsanje-DHO","November",2017,531.995316159251
"1008","Ntcheu-DHO","November",2017,10165.6463700234
"1009","Ntchisi-DHO","November",2017,15433.887587822
"1010","Phalombe-DHO","November",2017,4808.13817330211
"1011","Rumphi-DHO","November",2017,4431.86885245902
"1012","Salima-DHO","November",2017,12808.7892271663
"1013","Thyolo-DHO","November",2017,6482.30913348946
"1014","Zomba-DHO","November",2017,12493.1334894614
"1015","Balaka-DHO","December",2017,11917.7634660422
"1016","Blantyre-DHO","December",2017,24589.4894613583
"1017","Chikwawa-DHO","December",2017,4153.59016393443
"1018","Chiradzulu-DHO","December",2017,2654.3981264637
"1019","Chitipa-DHO","December",2017,6835.72131147541
"1020","Dedza-DHO","December",2017,14932.5784543326
"1021","Dowa-DHO","December",2017,2190.5925058548
"1022","Karonga-DHO","December",2017,4973.5644028103
"1023","Kasungu-DHO","December",2017,12118.7704918033
"1024","Likoma-DHO","December",2017,337.894613583138
"1025","Lilongwe-DHO","December",2017,48606.4730679157
"1026","Machinga-DHO","December",2017,7628.24590163934
"1027","Mangochi-DHO","December",2017,20957.1100702576
"1028","Mchinji-DHO","December",2017,2288.95081967213
"1029","Mulanje-DHO","December",2017,32084.4309133489
"1030","Mwanza-DHO","December",2017,4247.54800936768
"1031","Mzimba-North-DHO","December",2017,7281.42154566745
"1032","Mzimba-South-DHO","December",2017,4671.7587822014
"1033","Neno-DHO","December",2017,10219.7259953162
"1034","Nkhata-Bay-DHO","December",2017,23312.2880562061
"1035","Nkhotakota-DHO","December",2017,22296.6533957845
"1036","Nsanje-DHO","December",2017,883.309133489461
"1037","Ntcheu-DHO","December",2017,15858.7587822014
"1038","Ntchisi-DHO","December",2017,15796.737704918
"1039","Phalombe-DHO","December",2017,5271.2224824356
"1040","Rumphi-DHO","December",2017,7823.10304449649
"1041","Salima-DHO","December",2017,9676.29274004684
"1042","Thyolo-DHO","December",2017,12661.6697892272
"1043","Zomba-DHO","December",2017,20480.1451990632
"1044","Balaka-DHO","January",2018,30946
"1045","Blantyre-DHO","January",2018,42550
"1046","Chikwawa-DHO","January",2018,22716
"1047","Chiradzulu-DHO","January",2018,6476
"1048","Chitipa-DHO","January",2018,9264
"1049","Dedza-DHO","January",2018,31785
"1050","Dowa-DHO","January",2018,46097
"1051","Karonga-DHO","January",2018,21850
"1052","Kasungu-DHO","January",2018,49345
"1053","Likoma-DHO","January",2018,660
"1054","Lilongwe-DHO","January",2018,89025
"1055","Machinga-DHO","January",2018,31155
"1056","Mangochi-DHO","January",2018,47566
"1057","Mchinji-DHO","January",2018,39075
"1058","Mulanje-DHO","January",2018,45136
"1059","Mwanza-DHO","January",2018,11781
"1060","Mzimba-North-DHO","January",2018,22116
"1061","Mzimba-South-DHO","January",2018,18253
"1062","Neno-DHO","January",2018,22725
"1063","Nkhata-Bay-DHO","January",2018,32466
"1064","Nkhotakota-DHO","January",2018,41686
"1065","Nsanje-DHO","January",2018,10849
"1066","Ntcheu-DHO","January",2018,31744
"1067","Ntchisi-DHO","January",2018,31407
"1068","Phalombe-DHO","January",2018,9742
"1069","Rumphi-DHO","January",2018,14775
"1070","Salima-DHO","January",2018,34806
"1071","Thyolo-DHO","January",2018,22804
"1072","Zomba-DHO","January",2018,35484
"1073","Balaka-DHO","February",2018,27090
"1074","Blantyre-DHO","February",2018,38823
"1075","Chikwawa-DHO","February",2018,14212
"1076","Chiradzulu-DHO","February",2018,5328
"1077","Chitipa-DHO","February",2018,6186
"1078","Dedza-DHO","February",2018,28144
"1079","Dowa-DHO","February",2018,39370
"1080","Karonga-DHO","February",2018,19317
"1081","Kasungu-DHO","February",2018,51977
"1082","Likoma-DHO","February",2018,596
"1083","Lilongwe-DHO","February",2018,97999
"1084","Machinga-DHO","February",2018,27411
"1085","Mangochi-DHO","February",2018,40599
"1086","Mchinji-DHO","February",2018,52668
"1087","Mulanje-DHO","February",2018,37401
"1088","Mwanza-DHO","February",2018,7145
"1089","Mzimba-North-DHO","February",2018,22971
"1090","Mzimba-South-DHO","February",2018,18538
"1091","Neno-DHO","February",2018,13299
"1092","Nkhata-Bay-DHO","February",2018,27766
"1093","Nkhotakota-DHO","February",2018,31040
"1094","Nsanje-DHO","February",2018,7926
"1095","Ntcheu-DHO","February",2018,23899
"1096","Ntchisi-DHO","February",2018,26095
"1097","Phalombe-DHO","February",2018,8415
"1098","Rumphi-DHO","February",2018,12646
"1099","Salima-DHO","February",2018,28186
"1100","Thyolo-DHO","February",2018,15458
"1101","Zomba-DHO","February",2018,33783
"1102","Balaka-DHO","March",2018,30119
"1103","Blantyre-DHO","March",2018,44298
"1104","Chikwawa-DHO","March",2018,18556
"1105","Chiradzulu-DHO","March",2018,7932
"1106","Chitipa-DHO","March",2018,7841
"1107","Dedza-DHO","March",2018,35391
"1108","Dowa-DHO","March",2018,47249
"1109","Karonga-DHO","March",2018,13052
"1110","Kasungu-DHO","March",2018,59371
"1111","Likoma-DHO","March",2018,1057
"1112","Lilongwe-DHO","March",2018,132102
"1113","Machinga-DHO","March",2018,34356
"1114","Mangochi-DHO","March",2018,49832
"1115","Mchinji-DHO","March",2018,58409
"1116","Mulanje-DHO","March",2018,36723
"1117","Mwanza-DHO","March",2018,9645
"1118","Mzimba-North-DHO","March",2018,33577
"1119","Mzimba-South-DHO","March",2018,24641
"1120","Neno-DHO","March",2018,17471
"1121","Nkhata-Bay-DHO","March",2018,29516
"1122","Nkhotakota-DHO","March",2018,31868
"1123","Nsanje-DHO","March",2018,7433
"1124","Ntcheu-DHO","March",2018,33902
"1125","Ntchisi-DHO","March",2018,36732
"1126","Phalombe-DHO","March",2018,9256
"1127","Rumphi-DHO","March",2018,15000
"1128","Salima-DHO","March",2018,36173
"1129","Thyolo-DHO","March",2018,16128
"1130","Zomba-DHO","March",2018,36480
"1131","Balaka-DHO","April",2018,35275
"1132","Blantyre-DHO","April",2018,41594
"1133","Chikwawa-DHO","April",2018,18009
"1134","Chiradzulu-DHO","April",2018,13555
"1135","Chitipa-DHO","April",2018,9516
"1136","Dedza-DHO","April",2018,32648
"1137","Dowa-DHO","April",2018,44521
"1138","Karonga-DHO","April",2018,17982
"1139","Kasungu-DHO","April",2018,60656
"1140","Likoma-DHO","April",2018,2102
"1141","Lilongwe-DHO","April",2018,132836
"1142","Machinga-DHO","April",2018,30791
"1143","Mangochi-DHO","April",2018,50217
"1144","Mchinji-DHO","April",2018,53574
"1145","Mulanje-DHO","April",2018,38527
"1146","Mwanza-DHO","April",2018,6761
"1147","Mzimba-North-DHO","April",2018,37578
"1148","Mzimba-South-DHO","April",2018,33026
"1149","Neno-DHO","April",2018,20818
"1150","Nkhata-Bay-DHO","April",2018,29879
"1151","Nkhotakota-DHO","April",2018,37785
"1152","Nsanje-DHO","April",2018,5505
"1153","Ntcheu-DHO","April",2018,37467
"1154","Ntchisi-DHO","April",2018,30453
"1155","Phalombe-DHO","April",2018,17795
"1156","Rumphi-DHO","April",2018,19291
"1157","Salima-DHO","April",2018,38346
"1158","Thyolo-DHO","April",2018,14882
"1159","Zomba-DHO","April",2018,48607
"1160","Balaka-DHO","May",2018,28909
"1161","Blantyre-DHO","May",2018,33883
"1162","Chikwawa-DHO","May",2018,21542
"1163","Chiradzulu-DHO","May",2018,11681
"1164","Chitipa-DHO","May",2018,6113
"1165","Dedza-DHO","May",2018,26061
"1166","Dowa-DHO","May",2018,53091
"1167","Karonga-DHO","May",2018,14868
"1168","Kasungu-DHO","May",2018,59994
"1169","Likoma-DHO","May",2018,1806
"1170","Lilongwe-DHO","May",2018,110957
"1171","Machinga-DHO","May",2018,28161
"1172","Mangochi-DHO","May",2018,51295
"1173","Mchinji-DHO","May",2018,45587
"1174","Mulanje-DHO","May",2018,37154
"1175","Mwanza-DHO","May",2018,2258
"1176","Mzimba-North-DHO","May",2018,32345
"1177","Mzimba-South-DHO","May",2018,31757
"1178","Neno-DHO","May",2018,18019
"1179","Nkhata-Bay-DHO","May",2018,28072
"1180","Nkhotakota-DHO","May",2018,35385
"1181","Nsanje-DHO","May",2018,7325
"1182","Ntcheu-DHO","May",2018,30190
"1183","Ntchisi-DHO","May",2018,24689
"1184","Phalombe-DHO","May",2018,14334
"1185","Rumphi-DHO","May",2018,18622
"1186","Salima-DHO","May",2018,39178
"1187","Thyolo-DHO","May",2018,13906
"1188","Zomba-DHO","May",2018,42740
"1189","Balaka-DHO","June",2018,12440
"1190","Blantyre-DHO","June",2018,24297
"1191","Chikwawa-DHO","June",2018,12989
"1192","Chiradzulu-DHO","June",2018,5399
"1193","Chitipa-DHO","June",2018,5550
"1194","Dedza-DHO","June",2018,16397
"1195","Dowa-DHO","June",2018,22273
"1196","Karonga-DHO","June",2018,13428
"1197","Kasungu-DHO","June",2018,35228
"1198","Likoma-DHO","June",2018,1233
"1199","Lilongwe-DHO","June",2018,40331
"1200","Machinga-DHO","June",2018,6579
"1201","Mangochi-DHO","June",2018,19498
"1202","Mchinji-DHO","June",2018,37303
"1203","Mulanje-DHO","June",2018,18676
"1204","Mwanza-DHO","June",2018,9974
"1205","Mzimba-North-DHO","June",2018,21995
"1206","Mzimba-South-DHO","June",2018,15778
"1207","Neno-DHO","June",2018,6754
"1208","Nkhata-Bay-DHO","June",2018,23021
"1209","Nkhotakota-DHO","June",2018,18217
"1210","Nsanje-DHO","June",2018,5687
"1211","Ntcheu-DHO","June",2018,24021
"1212","Ntchisi-DHO","June",2018,16444
"1213","Phalombe-DHO","June",2018,8682
"1214","Rumphi-DHO","June",2018,6492
"1215","Salima-DHO","June",2018,17005
"1216","Thyolo-DHO","June",2018,8472
"1217","Zomba-DHO","June",2018,22921
"1218","Balaka-DHO","July",2018,9168
"1219","Blantyre-DHO","July",2018,16245
"1220","Chikwawa-DHO","July",2018,11590
"1221","Chiradzulu-DHO","July",2018,2590
"1222","Chitipa-DHO","July",2018,4600
"1223","Dedza-DHO","July",2018,11608
"1224","Dowa-DHO","July",2018,20041
"1225","Karonga-DHO","July",2018,14073
"1226","Kasungu-DHO","July",2018,19616
"1227","Likoma-DHO","July",2018,585
"1228","Lilongwe-DHO","July",2018,43376
"1229","Machinga-DHO","July",2018,15836
"1230","Mangochi-DHO","July",2018,28440
"1231","Mchinji-DHO","July",2018,18275
